normalized_product,product_label,item_name,menu_section,price_eur,price_type,venue_name,address,city,latitude,longitude,source_platform,confidence,source_url,retrieved_at
negroni,Negroni,arancia cioccolato salato Vecchia piazza 14 € Vecchia Romagna tre Botti Bullet R,,14.0,menu,Morgantecocktail,,Milano,45.4642,9.1900,direct_website,medium,https://www.morgantecocktail.com/menu-drink/,2026-05-31T11:43:07Z
negroni,Negroni,Negroni,APERITIVI,15.0,menu,Antonino Il Banco di Cannavacciuolo,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,45.4866993,9.1962354,mycia,high,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
negroni,Negroni,Negroni,GRANDI CLASSICI,15.0,menu,Terrazza Duomo 21,"Piazza Duomo, Milano, MI, Italia",Milano,45.4636991,9.1907068,mycia,high,https://www.mycia.it/menu/milano/terrazza-duomo-21-PHRu4MlTt,2026-05-30T17:33:54.468952+00:00
negroni,Negroni,Negroni,CLASSICI IBA,15.0,menu,Barbisa 1920,Via Lodovico Muratori 11 20135.0,Milano,45.4521021,9.2054417,direct_website,high,https://cdn.website.dish.co/media/aa/f6/9468376/BARBISA-APERITIVO.pdf,2026-05-31T10:14:27Z
negroni,Negroni,Negroni (THE CLASSIC),,15.0,menu,LiQUIDO Rooftop Bar,Via Giovanni Battista Pirelli 5B 20124 Milano,Milano,45.484065,9.196656,leggimenu,high,https://www.leggimenu.it/menu/liquido/177831,2026-05-31T09:14:42Z
negroni,Negroni,NEGRONI — REGULAR,,15.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131002,2026-05-31T09:14:42Z
negroni,Negroni,Dirty White Negroni,,16.0,menu,LiQUIDO Rooftop Bar,Via Giovanni Battista Pirelli 5B 20124 Milano,Milano,45.484065,9.196656,leggimenu,high,https://www.leggimenu.it/menu/liquido/177831,2026-05-31T09:14:42Z
negroni,Negroni,Negroni,,17.0,estimated,STK Milan,"Piazza della Repubblica, 13, 20124 Milano, MI, Italia",Milano,45.4793455,9.1961858,thefork,low,https://web.archive.org/web/20240615194524/https://www.thefork.it/ristorante/stk-milan-r399415/menu,2026-06-01T15:12:32Z
negroni,Negroni,NEGRONI — MAXI,,18.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131002,2026-05-31T09:14:42Z
negroni,Negroni,Negroni Experience,,25.0,menu,LiQUIDO Rooftop Bar,Via Giovanni Battista Pirelli 5B 20124 Milano,Milano,45.484065,9.196656,leggimenu,high,https://www.leggimenu.it/menu/liquido/177831,2026-05-31T09:14:42Z
americano,Americano,Caffè Americano,CAFFETTERIA,1.0,menu,Barz'8 Coffee drink e food,"Via Casale, 3a, Milano, MI, Italia",Milano,45.4520751,9.1704579,mycia,high,https://www.mycia.it/menu/milano/barz-8-coffee-drink-e-food-iZN8bUfMT,2026-05-30T17:20:32.954697+00:00
americano,Americano,Caffè americano,CAFFETTERIA,1.2,menu,Mi Casa Toasteria,"Via Leone Tolstoi, 1, 20146 Milano, MI, Italia",Milano,45.4492546,9.1518545,mycia,high,https://www.mycia.it/menu/milano/mi-casa-toasteria-P4yyL48ZD,2026-05-30T17:28:35.696843+00:00
americano,Americano,Americano,,1.7,menu,TYPE,Via Pietro Borsieri 34 20159 Milano,Milano,45.489743,9.189246,leggimenu,high,https://www.leggimenu.it/menu/typeday/168297,2026-05-31T09:14:42Z
americano,Americano,Americano Deca,,1.9,menu,TYPE,Via Pietro Borsieri 34 20159 Milano,Milano,45.489743,9.189246,leggimenu,high,https://www.leggimenu.it/menu/typeday/168297,2026-05-31T09:14:42Z
americano,Americano,Americano Vegan,,2.1,menu,TYPE,Via Pietro Borsieri 34 20159 Milano,Milano,45.489743,9.189246,leggimenu,high,https://www.leggimenu.it/menu/typeday/169479,2026-05-31T09:14:42Z
americano,Americano,Americano deca Vegan,,2.4,menu,TYPE,Via Pietro Borsieri 34 20159 Milano,Milano,45.489743,9.189246,leggimenu,high,https://www.leggimenu.it/menu/typeday/169479,2026-05-31T09:14:42Z
americano,Americano,Americano,Decaffeinato,2.5,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
americano,Americano,Caffè Americano,CAFFETTERIA / COFFEE & CO.,2.5,menu,Funky,Ripa di Porta Ticinese 33,Milano,45.4515584,9.1745153,direct_website,high,https://cdn.website.dish.co/media/f3/b2/9663569/Funky-The-Menu.pdf,2026-05-30T22:25:39Z
americano,Americano,Caffè/Americano,Caffetteria,3.0,menu,Hotel Ibis Milano Fiera,"Via Lucio Giunio Columella, 36, 20128 Milano, MI, Italia",Milano,45.5157384,9.2269324,mycia,high,https://www.mycia.it/menu/milano/hotel-ibis-milano-fiera-K5UFPvYo0,2026-05-30T17:25:11.955195+00:00
americano,Americano,"non si fa il caffè macchiato, non si fanno caffè speciali, etc etc I dolci posso",,5.0,menu,Scott Joplin,Via Val di Ledro 11,Milano,45.5160674,9.1886642,direct_website,high,http://scottjoplin.it/menu,2026-05-31T10:59:40Z
americano,Americano,Americano,APERITIVI,6.0,menu,Bar Magenta,"Largo Paolo D'Ancona, Milan, Metropolitan City of Milan, Italia",Milano,45.4655541,9.1758584,mycia,high,https://www.mycia.it/menu/milano/bar-magenta-iW4gXgZMV,2026-05-30T17:20:25.214887+00:00
americano,Americano,AMERICANO,,6.0,menu,FOD,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.480983,9.173182,leggimenu,high,https://www.leggimenu.it/menu/barfod/805,2026-05-31T09:14:42Z
americano,Americano,Americano,Caffetteria,6.5,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265706,2026-05-31T09:14:42Z
americano,Americano,Americano,PRE - DINNER DRINK,7.0,menu,Barz'8 Coffee drink e food,"Via Casale, 3a, Milano, MI, Italia",Milano,45.4520751,9.1704579,mycia,high,https://www.mycia.it/menu/milano/barz-8-coffee-drink-e-food-iZN8bUfMT,2026-05-30T17:20:32.954697+00:00
americano,Americano,Americano,COCKTAIL,7.0,menu,Lucky Bar,"Via Antonio Pollaiuolo, 5, Milano, MI, Italia",Milano,45.4889465,9.1872656,mycia,high,https://www.mycia.it/menu/milano/lucky-bar-JwUPcTrY2,2026-05-30T17:27:44.781487+00:00
americano,Americano,Americano,CLASSIC cocktail,7.0,menu,The Saints and the Scholars,"Via Giuseppe Govone, 23, Milano, MI, Italia",Milano,45.4890912,9.167452,mycia,high,https://www.mycia.it/menu/milano/the-saints-and-the-scholars-4XjUMOaID,2026-05-30T17:34:16.093502+00:00
americano,Americano,Americano,,7.0,menu,Bar Golf Milano,"Via Galvani 21, 20135, Milano",Milano,45.487402,9.197346,leggimenu,high,https://www.leggimenu.it/menu/bargolfmilano,2026-06-01T19:13:54Z
americano,Americano,"Old Pants New Soul Stile: Pilsner (Single Hop). Alc (ABV): 4,9%. Form: Lattina da 44 cl. Luppolo: Prodotta con il luppolo sperimentale americano HBC 638 (Yakima). [50 cl]",Lager | Pils | Keller Bassa Fermantazione,7.0,menu,Al Chiosco Da Giacomo Birre Artigianali,,Milano,45.445095,9.223566,leggimenu,high,https://www.leggimenu.it/menu/dagiacomocraftbeer/163780,2026-05-31T09:14:42Z
americano,Americano,AMERICANO — REGULAR,,7.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/248279,2026-05-31T09:14:42Z
americano,Americano,Americano,,7.0,menu,La Vineria in Ripa,"Via Casale, 4, Milano, MI, Italia",Milano,45.451869,9.170347,leggimenu,high,https://www.leggimenu.it/menu/lavineriainripa/186107,2026-05-31T09:14:42Z
americano,Americano,Americano Twist,,7.0,menu,SWAMI - MILANO,"Via Ponte Vetero, 14, 20121 Milano Milano, Italia",Milano,45.469581,9.18529,leggimenu,high,https://www.leggimenu.it/menu/7dpkdeah7ds1/176008,2026-05-31T09:14:42Z
americano,Americano,Americano,,7.0,menu,Vinyl Cafè,"Via Montello 165, 20831, Seregno",Milano,45.6504215,9.2304806,leggimenu,high,https://www.leggimenu.it/menu/vinyl/114335,2026-06-01T10:25:38Z
americano,Americano,AMERICANO,COCKTAIL,7.0,menu,WHY NOT?,"Via Elio Adriano 94, 20128, Lombardia",Milano,45.5167178,9.2444684,leggimenu,high,https://www.leggimenu.it/menu/why-not/251400,2026-06-01T10:25:38Z
americano,Americano,AMERICANO,Menu,7.5,menu,Rhop,Corso Europa 142,Milano,45.5282176,9.0466645,direct_website,high,https://www.rhop.it/menu/,2026-05-30T20:54:09.877713+00:00
americano,Americano,Americano [Servito con le patatine(alternativa con richiesta)],APERITIVI,7.5,menu,Garden Caffè,"Via Servio Tullio 4, 20123, Milano",Milano,45.4594548,9.1685311,leggimenu,high,https://www.leggimenu.it/menu/gardencaffe/65565,2026-06-01T10:25:38Z
americano,Americano,Americano,APERITIVI,8.0,menu,DOM STATION,"Via Casale, 3, Milan, Metropolitan City of Milan, Italy",Milano,45.4525573,9.1702271,mycia,high,https://www.mycia.it/menu/milano/dom-station-F0JmZL6Wd,2026-05-30T17:23:15.712748+00:00
americano,Americano,Americano,APERITIVI,8.0,menu,FìGod Save The Food Duomo,"Piazza del Duomo, 20122 Milano MI, Italia",Milano,45.4646927,9.1889986,mycia,high,https://www.mycia.it/menu/milano/figod-save-the-food-duomo-gfbFV9YZM,2026-05-30T17:23:59.089789+00:00
americano,Americano,Americano,APERITIVI,8.0,menu,God Save The Food Brera,"Piazza del Carmine, 1, Milan, Metropolitan City of Milan, Italy",Milano,45.4700469,9.1853616,mycia,high,https://www.mycia.it/menu/milano/god-save-the-food-brera-698a7tJWo,2026-05-30T17:24:47.286664+00:00
americano,Americano,Americano,APERITIVI,8.0,menu,God Save The Food Piave,"Viale Piave, 18, Milan, Metropolitan City of Milan, Italy",Milano,45.4705707,9.2070789,mycia,high,https://www.mycia.it/menu/milano/god-save-the-food-piave-OHtMIG9j7,2026-05-30T17:24:48.825585+00:00
americano,Americano,Americano,APERITIVI,8.0,menu,God Save The Food Tortona,"Via Tortona, 34, Milan, Metropolitan City of Milan, Italy",Milano,45.4527427,9.1654003,mycia,high,https://www.mycia.it/menu/milano/god-save-the-food-tortona-QpVDaj6aP,2026-05-30T17:24:50.369810+00:00
americano,Americano,Americano,COCKTAIL  - SERVITE DALLE ORE 11.00 ALLE 23.30,8.0,menu,Hotel Ibis Milano Centro - LineaUno Bar,"Via Camillo Finocchiaro Aprile, 2, 20124 Milano, MI, Italia",Milano,45.4783542,9.2016813,mycia,high,https://www.mycia.it/menu/milano/hotel-ibis-milano-centro-lineauno-bar-en69SdJ27,2026-05-30T17:25:08.867717+00:00
americano,Americano,Americano,GRANDI CLASSICI,8.0,menu,Pesa Pubblica,"Via Melzo, 19, Milan, Metropolitan City of Milan, Italy",Milano,45.4750947,9.2077947,mycia,high,https://www.mycia.it/menu/milano/pesa-pubblica-VMOc9sBUG,2026-05-30T17:30:40.686921+00:00
americano,Americano,Americano,CLASSIC cocktail,8.0,menu,Spirit de Milan,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.5065286,9.1589179,mycia,high,https://www.mycia.it/menu/milano/spirit-de-milan-SNGKobPuM,2026-05-30T17:33:22.039166+00:00
americano,Americano,Americano,APERITIVI,8.0,menu,Tutto bene grazie,"Corso Magenta, 30, Milan, Metropolitan City of Milan, Italy",Milano,45.4661431,9.1774351,mycia,high,https://www.mycia.it/menu/milano/tutto-bene-grazie-8bVibf6xG,2026-05-30T17:34:59.627919+00:00
americano,Americano,Americano,GRANDI CLASSICI,8.0,menu,William's Cafè,"Via Teodosio, 14, Milan, Metropolitan City of Milan, Italy",Milano,45.4838578,9.2300984,mycia,high,https://www.mycia.it/menu/milano/william-s-cafe-tXmw7ksHc,2026-05-30T17:35:30.523995+00:00
americano,Americano,Milano - Torino / Americano,,8.0,menu,Morna,Via Tortona 30/A,Milano,45.4527629,9.1663116,eatbu,high,https://cdn.website.dish.co/media/b3/24/6613965/Quick-Drinks.pdf,2026-06-01T08:45:52Z
americano,Americano,AMERICANO,I Grandi Classici,8.0,menu,L'APERITIVO,"Via Santa Tecla, 5, Milano, MI, Italia",Milano,45.462766,9.193529,leggimenu,high,https://www.leggimenu.it/menu/laperitivomenu/13952,2026-05-31T09:14:42Z
americano,Americano,AMERICANO,COCKTAIL,8.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/71363,2026-05-31T09:14:42Z
americano,Americano,Americano,Cocktails,8.0,menu,corner pizza & co,"via cavalcanti 2, 20127, milano",Milano,45.49164,9.21317,leggimenu,high,https://www.leggimenu.it/menu/corner/53490,2026-06-01T10:25:38Z
americano,Americano,Americano,Negroni,8.0,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
americano,Americano,AMERICANO,Tuo Asporto Hours,8.0,menu,Rapsody,Via Gaetano Salvemini 7,Milano,45.418814,9.259658,web_extract,high,https://rapsodymilano.it/wp-content/uploads/2025/11/Menu-Drink-Rapsody-2025.pdf,2026-05-31T19:03:58.101062+00:00
americano,Americano,Americano,Menu,8.0,menu,Boom,,Milano,45.463156,9.224481,web_extract,high,https://boom-milano.com/menu-drink,2026-05-31T19:03:58.101062+00:00
americano,Americano,Tornei Open e regionali Fibis Pool. A richiesta si danno lezioni di biliardo ame,,8.5,menu,Euro Jolly,Corso Cristoforo Colombo 13,Milano,45.4540456,9.1710753,direct_website,high,https://jollybiliardi.it/,2026-05-31T10:59:40Z
americano,Americano,"Americano € 8,50",Menu,8.5,menu,Vanilla,VIALE CERTOSA 37,Milano,45.490113,9.150957,web_extract,high,http://www.vanillabakery.it/menu/,2026-05-31T16:45:42.791847+00:00
americano,Americano,Americano,APERITIVI,9.0,menu,Chinese Box,"Corso Garibaldi, 104, Milan, Metropolitan City of Milan, Italy",Milano,45.47854,9.1856288,mycia,high,https://www.mycia.it/menu/milano/chinese-box-X87zvIVyD,2026-05-30T17:22:13.900859+00:00
americano,Americano,Americano,GRANDI CLASSICI,9.0,menu,Dabass,"Via Piacenza, 13, Milan, Metropolitan City of Milan, Italy",Milano,45.4494508,9.2051315,mycia,high,https://www.mycia.it/menu/milano/dabass-wz6Ay0kfg,2026-05-30T17:22:58.714574+00:00
americano,Americano,Americano,GRANDI CLASSICI,9.0,menu,Movida Ristorante Milano,"Via Ascanio Sforza, 41, Milano, MI, Italia",Milano,45.4480668,9.1773913,mycia,high,https://www.mycia.it/menu/milano/movida-ristorante-milano-3R9oWSwOI,2026-05-30T17:28:55.764807+00:00
americano,Americano,Americano,APERITIVI,9.0,menu,That's Wine,"Piazza Velasca, 5, Milan, Metropolitan City of Milan, Italy",Milano,45.4599542,9.1906238,mycia,high,https://www.mycia.it/menu/milano/that-s-wine-Wp8r7NOfQ,2026-05-30T17:34:05.285559+00:00
americano,Americano,Americano,COCKTAILS APERITIVO (12),9.0,menu,Woodstock,Via Lodovico il Moro 3,Milano,45.4474586,9.1553746,other,high,https://www.qodeup.com/woodstock,2026-05-31T13:16:11Z
americano,Americano,Americano FOD prestige,,9.0,menu,FOD,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.480983,9.173182,leggimenu,high,https://www.leggimenu.it/menu/barfod/805,2026-05-31T09:14:42Z
americano,Americano,AMERICANO,Aperitif Cocktails,9.0,menu,Cinc Food & Drinks,VIA FORMENTINI MARCO 7,Milano,45.471762,9.186021,web_extract,high,https://www.cincbrera.it/wp-content/uploads/2025/03/CINC_menu-salone-cocktail-list.beverage-2024.pdf.pdf,2026-05-31T16:45:42.791847+00:00
americano,Americano,Americano,APERITIVI,10.0,menu,Banco Cocktailbar e Bistrot,"Alzaia Naviglio Grande, 46, Milan, Metropolitan City of Milan, Italy",Milano,45.4517923,9.1714348,mycia,high,https://www.mycia.it/menu/milano/banco-cocktailbar-e-bistrot-6H4PYokdl,2026-05-30T17:20:19.005797+00:00
americano,Americano,Americano,APERITIVI,10.0,menu,Elettrauto Cadore,"Via Cadore, 17, Milan, Metropolitan City of Milan, Italy",Milano,45.4584786,9.2137359,mycia,high,https://www.mycia.it/menu/milano/elettrauto-cadore-XNwGkuOqD,2026-05-30T17:23:37.401107+00:00
americano,Americano,Americano,GRANDI CLASSICI,10.0,menu,Flow Milano,"Piazza Borromeo, 5, Milan, Metropolitan City of Milan, Italy",Milano,45.463152,9.1828192,mycia,high,https://www.mycia.it/menu/milano/flow-milano-AFJlGsF1t,2026-05-30T17:24:08.337638+00:00
americano,Americano,Americano,CLASSIC cocktail,10.0,menu,Madison,"Viale Sabotino, 12, 20135 Milano, MI, Italia",Milano,45.4507784,9.1995724,mycia,high,https://www.mycia.it/menu/milano/madison-a4EEMhr3N,2026-05-30T17:27:52.508785+00:00
americano,Americano,Americano,GRANDI CLASSICI,10.0,menu,Milord Milano,"Piazza Gian Lorenzo Bernini, Milano, MI, Italia",Milano,45.4790347,9.2216867,mycia,high,https://www.mycia.it/menu/milano/milord-milano-2jj6oUbqm,2026-05-30T17:28:41.857977+00:00
americano,Americano,AMERICANO,APERITIVI,10.0,menu,Monkey Cocktail Bar Milano,"Via Napo Torriani, 5, Milan, Metropolitan City of Milan, Italy",Milano,45.4808062,9.2034775,mycia,high,https://www.mycia.it/menu/milano/monkey-cocktail-bar-milano-0M736DXb7,2026-05-30T17:28:52.676103+00:00
americano,Americano,Americano,APERITIVI,10.0,menu,Suzy,"Via Solferino, 28, Milan, Metropolitan City of Milan, Italy",Milano,45.4766945,9.1877835,mycia,high,https://www.mycia.it/menu/milano/suzy-W1Lar2uij,2026-05-30T17:33:35.940957+00:00
americano,Americano,Bitter Campari,CLASSICI IBA,10.0,menu,Barbisa 1920,Via Lodovico Muratori 11 20135.0,Milano,45.4521021,9.2054417,direct_website,high,https://cdn.website.dish.co/media/aa/f6/9468376/BARBISA-APERITIVO.pdf,2026-05-31T10:14:27Z
americano,Americano,AMERICANO — REGULAR,,10.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131032,2026-05-31T09:14:42Z
americano,Americano,AMERICANO,,10.0,menu,Osteria dal Cornuto,"Corso Garibaldi, 75, 20121 Milano, Milano MI, Italia",Milano,45.475639,9.18367,leggimenu,high,https://www.leggimenu.it/menu/osteriadalcornuto/204252,2026-05-31T09:14:42Z
americano,Americano,Americano: Vodka e tonica,,10.0,menu,Casa Giuditta,Via Carlo Goldoni 86,Milano,45.4694554,9.2220441,direct_website,high,https://www.casagiudittamilano.it/wp-content/uploads/2025/10/I-nostri-Cocktail-CG.pdf,2026-05-30T22:25:39Z
americano,Americano,americano,Menu,10.0,menu,Piccolo Bar,Via Venti Settembre 93,Milano,45.532707,9.22493,web_extract,high,https://www.piccolocaferestaurant.it/drink,2026-05-31T19:03:58.101062+00:00
americano,Americano,ITALO AMERICANO,SIGNATURE COCKTAILS,12.0,menu,Banco Cocktailbar e Bistrot,"Alzaia Naviglio Grande, 46, Milan, Metropolitan City of Milan, Italy",Milano,45.4517923,9.1714348,mycia,high,https://www.mycia.it/menu/milano/banco-cocktailbar-e-bistrot-6H4PYokdl,2026-05-30T17:20:19.005797+00:00
americano,Americano,Americano,CLASSIC cocktail,12.0,menu,Classico Trattoria & Cocktail,"Via Alessio di Tocqueville, 9, Milano, MI, Italia",Milano,45.4826666,9.1865755,mycia,high,https://www.mycia.it/menu/milano/classico-trattoria-cocktail-u8JjlPh9C,2026-05-30T17:22:37.101147+00:00
americano,Americano,Aperitivi - Americano,COCKTAIL,12.0,menu,Oysteroom,"Corso Garibaldi, 105, 20121 Milano, MI, Italia",Milano,45.4785043,9.1848669,mycia,high,https://www.mycia.it/menu/milano/oysteroom-JQYXLx6r2,2026-05-30T17:30:09.801890+00:00
americano,Americano,AMERICANO,,13.0,menu,Chiosco Milano 3,"Via Bassano Porrone, 8, 20121 Milano MI, Italia",Milano,45.466125,9.186576,leggimenu,high,https://www.leggimenu.it/menu/chioscomilano3/185960,2026-05-31T09:14:42Z
americano,Americano,AMERICANO — MAXI,,13.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131032,2026-05-31T09:14:42Z
americano,Americano,Americano,GRANDI CLASSICI,15.0,menu,Terrazza Duomo 21,"Piazza Duomo, Milano, MI, Italia",Milano,45.4636991,9.1907068,mycia,high,https://www.mycia.it/menu/milano/terrazza-duomo-21-PHRu4MlTt,2026-05-30T17:33:54.468952+00:00
americano,Americano,AMERICANO — REGULAR,,15.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131002,2026-05-31T09:14:42Z
americano,Americano,AMERICANO — MAXI,,18.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/131002,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,Menu pranzo - La Birrofila Chi siamo Shop Il birrificio News Menù Pranzo Sera Co,,5.0,menu,La Birrofila,Via privata Sant'Ampellio 14,Milano,45.4382102,9.1845842,direct_website,high,https://labirrofila.com/menu/pranzo/,2026-05-31T10:43:41Z
gin_tonic,Gin Tonic,Gin Tonic,,5.0,menu,SWAMI - MILANO,"Via Ponte Vetero, 14, 20121 Milano Milano, Italia",Milano,45.469581,9.18529,leggimenu,high,https://www.leggimenu.it/menu/7dpkdeah7ds1/176066,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,"Extra Dry CALICE BOTTIGLIA 6,00 € 20,00 € Vino bianco chiedi allo staff CALICE B",,6.0,menu,labirrofila.com,,Milano,45.4642,9.1900,direct_website,medium,https://labirrofila.com/menu/sera/,2026-05-31T11:43:07Z
gin_tonic,Gin Tonic,Gin tonic,Long Drinks,6.0,menu,Los Locos,Via Novara 196 20153 Milano,Milano,45.486303,9.080195,leggimenu,high,https://www.leggimenu.it/menu/loslocosmilano/265711,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,Gin Tonic analcolico,,6.0,menu,FOD,"Via Paolo Sarpi, 53, Milano, Italia",Milano,45.480983,9.173182,leggimenu,high,https://www.leggimenu.it/menu/barfod/8934,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,GIN TONIC ZERO,ANALCOLICI,6.0,menu,WHY NOT?,"Via Elio Adriano 94, 20128, Lombardia",Milano,45.5167178,9.2444684,leggimenu,high,https://www.leggimenu.it/menu/why-not/251447,2026-06-01T10:25:38Z
gin_tonic,Gin Tonic,GIN TONIC,LONG DRINK,7.0,menu,CARPE DIEM CAFE' listino validita dalle ore 17,"Via Bruno Cassinari, 1, Milan, Metropolitan City of Milan, Italy",Milano,45.4359684,9.2403472,mycia,high,https://www.mycia.it/menu/milano/carpe-diem-cafe-listino-validita-dalle-ore-17-2kb3ergyl,2026-05-30T17:22:03.092368+00:00
gin_tonic,Gin Tonic,Gin Tonic,COCKTAILS,7.0,menu,Caffè Inn International Bistrot,,Milano,45.4642,9.1900,eatbu,high,https://cdn.website.dish.co/media/62/a9/7606882/Menu-Aperitivo.pdf,2026-05-31T10:31:16Z
gin_tonic,Gin Tonic,Gin Tonic,,7.0,menu,Bar Golf Milano,"Via Galvani 21, 20135, Milano",Milano,45.487402,9.197346,leggimenu,high,https://www.leggimenu.it/menu/bargolfmilano,2026-06-01T19:13:54Z
gin_tonic,Gin Tonic,GIN TONIC — REGULAR,,7.0,menu,SPRITZ NAVIGLI MILANO,"Via Bovisasca, 57/59, Milano, MI, Italia",Milano,45.510502,9.15966,leggimenu,high,https://www.leggimenu.it/menu/spritznaviglimilano/248279,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,Gin Tonic — con gin Broker's,,7.0,menu,La Vineria in Ripa,"Via Casale, 4, Milano, MI, Italia",Milano,45.451869,9.170347,leggimenu,high,https://www.leggimenu.it/menu/lavineriainripa/186107,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,GIN TONIC,Menu,7.0,menu,Barghilè,Via DE MARCHI EMILIO 3,Milano,45.497862,9.20799,web_extract,high,https://www.almashrabia.it/menu/,2026-05-31T17:56:58.981539+00:00
gin_tonic,Gin Tonic,GIN TONIC,Tuo Asporto Hours,7.0,menu,Rapsody,Via Gaetano Salvemini 7,Milano,45.418814,9.259658,web_extract,high,https://rapsodymilano.it/wp-content/uploads/2025/11/Menu-Drink-Rapsody-2025.pdf,2026-05-31T19:03:58.101062+00:00
gin_tonic,Gin Tonic,GIN TONIC / LEMON,Menu,7.5,menu,Rhop,Corso Europa 142,Milano,45.5282176,9.0466645,direct_website,high,https://www.rhop.it/menu/,2026-05-30T20:54:09.877713+00:00
gin_tonic,Gin Tonic,Gin Tonic [Servito con le patatine(alternativa con richiesta)],APERITIVI,7.5,menu,Garden Caffè,"Via Servio Tullio 4, 20123, Milano",Milano,45.4594548,9.1685311,leggimenu,high,https://www.leggimenu.it/menu/gardencaffe/65565,2026-06-01T10:25:38Z
gin_tonic,Gin Tonic,Gin Tonic no alcool,Gin tonic,7.5,menu,"Mulberry st, San Donato",Via Alfonsine 40 a San Donato Milanese,Milano,45.4008,9.2669,menudigitale,high,https://www.menudigitale.io/mulberry-sandonatomil-ristopub/,2026-05-31T09:40:52Z
gin_tonic,Gin Tonic,Gin Tonic/Lemon,COCKTAIL - I NOSTRI CLASSICI,8.0,menu,boccascenacafé,"Corso Magenta, 24, 20123 Milano, MI, Italia",Milano,45.4661789,9.1767294,mycia,high,https://www.mycia.it/menu/milano/boccascenacafe-jYvxYDoE7,2026-05-30T17:21:01.205593+00:00
gin_tonic,Gin Tonic,"Gin tonic analcolico con Tanqueray 0,0° alc.",GLI ANALCOLICI (4),8.0,menu,Woodstock,Via Lodovico il Moro 3,Milano,45.4474586,9.1553746,other,high,https://www.qodeup.com/woodstock,2026-05-31T13:16:11Z
gin_tonic,Gin Tonic,GIN TONIC/LEMON ANALCOLICO,,8.0,menu,LaStazioneDellaBirra,Via Medardo Rosso 18,Milano,45.489779,9.185159,leggimenu,high,https://www.leggimenu.it/menu/7dp4bdqq7ps2/231265,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,Gin Tonic — con gin Tanqueray,,8.0,menu,La Vineria in Ripa,"Via Casale, 4, Milano, MI, Italia",Milano,45.451869,9.170347,leggimenu,high,https://www.leggimenu.it/menu/lavineriainripa/186107,2026-05-31T09:14:42Z
gin_tonic,Gin Tonic,GIN TONIC,LONG DRINKS DI BASE,8.0,menu,castrenze de vincenzi - Milano,Via Ezio Biondi 20154 Milano,Milano,45.487418,9.160906,leggimenu,high,https://www.leggimenu.it/menu/75q49daq7dp2/93860,2026-05-31T09:14:42Z
