source_platform,source_venue_id,venue_name,venue_url,address,city,province,region,postal_code,latitude,longitude,categories,barber_category,price_tier,rating,rating_count,phone,website,booking_provider,extraction_status,retrieved_at,vertical
fresha,adry-nails-abruzzo-laquila-via-onorevole-giuseppe-saragat-i4qhrzfj,Adry Nails,https://www.fresha.com/a/adry-nails-abruzzo-laquila-via-onorevole-giuseppe-saragat-i4qhrzfj,"L'Aquila, Via Onorevole Giuseppe Saragat",Abruzzo,,Abruzzo,,42.351253509521484,13.34392261505127,Unghie,unisex,,4.8,19,+39 345 493 1134,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,agata-hair-gordola-vicolo-del-gabi-2-h8nh8bi3,Agata hair,https://www.fresha.com/a/agata-hair-gordola-vicolo-del-gabi-2-h8nh8bi3,Vicolo del Gabi 2,Gordola,,Ticino,,46.17806625366211,8.873738288879395,Salone di bellezza,unisex,,5,179,+41 76 566 47 12,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,age-better-not-less-ascona-reon-studio-strada-rondonico-2-thjertij,AGE BETTER * NOT LESS,https://www.fresha.com/a/age-better-not-less-ascona-reon-studio-strada-rondonico-2-thjertij,"Reon Studio, Strada Rondonico 2",Ascona,,Ticino,,46.156490325927734,8.768425941467285,Salone di bellezza,unisex,,5,2,+41 79 552 59 50,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,agelab-the-precision-medicine-club-milano-via-uberto-visconti-di-modrone-18-eysoygtr,AgeLab the Precision Medicine Club,https://www.fresha.com/a/agelab-the-precision-medicine-club-milano-via-uberto-visconti-di-modrone-18-eysoygtr,Via Uberto Visconti di Modrone 18,Milano,,Lombardia,,45.465538024902344,9.200509071350098,Fisioterapia,unisex,,,,+39 02 4547 6858,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,akd-nails-nail-studio-lazio-via-bedollo-110-c-o-fenix-gym-d8uo07xq,AKD NAILS-Nail Studio,https://www.fresha.com/a/akd-nails-nail-studio-lazio-via-bedollo-110-c-o-fenix-gym-d8uo07xq,Via Bedollo 110 - c/o Fenix Gym ,Lazio,,Lazio,,41.731170654296875,12.361804008483887,Unghie,unisex,,,,+39 375 602 1488,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ala-nails-studio-lugano-via-giacomo-mercoli-iuyvcm4j,Ala Nails Studio,https://www.fresha.com/a/ala-nails-studio-lugano-via-giacomo-mercoli-iuyvcm4j,Via. Giacomo Mercoli ,Lugano,,Ticino,,46.00120162963867,8.958645820617676,Unghie,unisex,,,,+41 77 913 18 79,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,albero-sacro-estetica-petit-chateau-roma-viale-sacco-e-vanzetti-yi0499v9,Albero Sacro Estetica Petit Chateau,https://www.fresha.com/a/albero-sacro-estetica-petit-chateau-roma-viale-sacco-e-vanzetti-yi0499v9,Viale Sacco e Vanzetti ,Roma,,Lazio,,41.90888977050781,12.567500114440918,MedSpa,unisex,,4.9,3634,+39 06 406 4998,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,albero-sacro-nail-prenota-sulla-pagina-albero-sacro-estetica-roma-viale-sacco-e-vanzetti-x2myd84z,Albero Sacro Nail-Prenota sulla pagina Albero Sacro estetica,https://www.fresha.com/a/albero-sacro-nail-prenota-sulla-pagina-albero-sacro-estetica-roma-viale-sacco-e-vanzetti-x2myd84z,Viale Sacco e Vanzetti ,Roma,,Lazio,,41.90888977050781,12.567500114440918,Unghie,unisex,,,,+39 06 406 4998,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,albertofrigeri-milano-foro-buonaparte-74-odbh4v07,albertofrigeri,https://www.fresha.com/a/albertofrigeri-milano-foro-buonaparte-74-odbh4v07,Foro Buonaparte 74,Milano,,Lombardia,,45.468841552734375,9.182639122009277,Parrucchiere,unisex,,4.8,81,+39 347 910 6552,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alchimie-sagl-mendrisio-via-angelo-maspoli-7-qadpnjpc,Alchimie SAGL,https://www.fresha.com/a/alchimie-sagl-mendrisio-via-angelo-maspoli-7-qadpnjpc,Via Angelo Maspoli 7,Mendrisio,,Ticino,,45.873619079589844,8.979507446289062,Parrucchiere,unisex,,4.8,6,+41 79 620 75 90,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ale-barber-home-forio-via-provinciale-lacco-bmn11465,Ale Barber Home,https://www.fresha.com/a/ale-barber-home-forio-via-provinciale-lacco-bmn11465,Via Provinciale Lacco,Forio,,Campania,,40.74239730834961,13.866843223571777,Barbiere,barber,,,,+39 366 100 7558,,fresha,ok_no_prices,2026-06-02T12:56:20Z,barber
fresha,alemadbarber-simaxis-via-san-simaco-163-y6nlvqyp,Alemadbarber,https://www.fresha.com/a/alemadbarber-simaxis-via-san-simaco-163-y6nlvqyp,Via San Simaco 163,Simaxis,,Sardegna,,39.93069839477539,8.689780235290527,Barbiere,barber,,,,+39 348 470 6872,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alessandra-cenini-hair-salon-ponte-di-legno-via-risorgimento-c58zubc5,Alessandra Cenini Hair Salon,https://www.fresha.com/a/alessandra-cenini-hair-salon-ponte-di-legno-via-risorgimento-c58zubc5,Via Risorgimento,Ponte Di Legno,,Lombardia,,46.25979232788086,10.506351470947266,Parrucchiere,unisex,,4.9,507,+39 351 760 6945,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alessandro-skill-barber-gonnesa-sardegna-corso-matteotti-corso-giacomo-matteotti-gjjvyj3f,Alessandro Skill Barber (GONNESA),https://www.fresha.com/a/alessandro-skill-barber-gonnesa-sardegna-corso-matteotti-corso-giacomo-matteotti-gjjvyj3f,"Corso Matteotti, Corso Giacomo Matteotti",Sardegna,,Sardegna,,39.26396560668945,8.470742225646973,Barbiere,barber,,5,1358,+39 377 320 4278,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alessandro-skill-barber-iglesias-iglesias-via-corsica-28-l5ykfhs3,Alessandro Skill Barber (IGLESIAS),https://www.fresha.com/a/alessandro-skill-barber-iglesias-iglesias-via-corsica-28-l5ykfhs3,Via Corsica 28,Iglesias,,Sardegna,,39.31360626220703,8.538777351379395,Barbiere,barber,,5,1430,+39 377 394 9545,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alessia-franceschin-san-bonifacio-via-anna-frank-4-ym8t7lzy,Alessia Franceschin,https://www.fresha.com/a/alessia-franceschin-san-bonifacio-via-anna-frank-4-ym8t7lzy,Via Anna Frank 4,San Bonifacio,,Veneto,,45.401100158691406,11.300409317016602,Massaggi,unisex,,,,+39 348 365 7198,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alice-nails-milano-viale-beatrice-deste-hruovg5x,Alice nails,https://www.fresha.com/a/alice-nails-milano-viale-beatrice-deste-hruovg5x,Viale Beatrice d'Este,Milano,,Lombardia,,45.452579498291016,9.194849014282227,Unghie,unisex,,,,+39 327 777 6163,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alkamuri-posh-hotel-and-spa-alcamo-via-madonna-del-riposo-145-dfg1qg4f,Alkamuri Posh Hotel and Spa,https://www.fresha.com/a/alkamuri-posh-hotel-and-spa-alcamo-via-madonna-del-riposo-145-dfg1qg4f,Via Madonna del Riposo 145,Alcamo,,Sicilia,,37.971519470214844,12.969600677490234,Spa e sauna,salon_donna,,4.8,255,+39 0924 040147,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,alvea-beauty-studio-arzerello-via-monte-rosa-2-vdj4ujjg,ALVEA BEAUTY STUDIO,https://www.fresha.com/a/alvea-beauty-studio-arzerello-via-monte-rosa-2-vdj4ujjg,Via Monte Rosa 2,Arzerello,,Veneto,,45.27278137207031,12.029356002807617,Unghie,unisex,,,,+39 392 094 0755,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,amathi-by-beauty-medical-care-monza-via-passerella-dei-mercati-11-u570q8at,AmaThi By Beauty & Medical Care,https://www.fresha.com/a/amathi-by-beauty-medical-care-monza-via-passerella-dei-mercati-11-u570q8at,Via Passerella Dei Mercati 11,Monza,,Lombardia,,45.58351135253906,9.277199745178223,Massaggi,unisex,,,,+39 393 193 8204,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ambassade-biologique-recherche-lugano-lugano-via-massimiliano-magatti-3-hze377f5,Ambassade Biologique Recherche Lugano,https://www.fresha.com/a/ambassade-biologique-recherche-lugano-lugano-via-massimiliano-magatti-3-hze377f5,Via Massimiliano Magatti 3,Lugano,,Ticino,,46.00444030761719,8.951861381530762,Salone di bellezza,unisex,,5,2,+41 78 711 13 33,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,amber-pesaro-via-tolmezzo-5-pesaro-n4lrrwl2,Amber,https://www.fresha.com/a/amber-pesaro-via-tolmezzo-5-pesaro-n4lrrwl2,Via tolmezzo 5 Pesaro ,Pesaro,,Marche,,43.892887115478516,12.90593147277832,Unghie,unisex,,5,26,+39 380 126 5472,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,andrea-manfredi-barber-parma-strada-della-repubblica-o5hny3j7,Andrea Manfredi Barber,https://www.fresha.com/a/andrea-manfredi-barber-parma-strada-della-repubblica-o5hny3j7,Strada della Repubblica,Parma,,Emilia-romagna,,44.800594329833984,10.33332347869873,Barbiere,barber,,,,+39 324 558 1568,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,incanto-beauty-roma-via-tor-de-schiavi-170-vhbulwe4,Incanto Beauty,https://www.fresha.com/a/incanto-beauty-roma-via-tor-de-schiavi-170-vhbulwe4,Via Tor de' Schiavi 170,Roma,,Lazio,,41.883235931396484,12.563156127929688,Centro epilazione,unisex,,5,228,+39 06 9484 1980,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,inga-fedorova-presso-tutte-tipe-terracina-via-bengasi-11-lxx5lyba,Inga Fedorova (presso Tutte tipe),https://www.fresha.com/a/inga-fedorova-presso-tutte-tipe-terracina-via-bengasi-11-lxx5lyba,Via Bengasi 11,Terracina,,Lazio,,41.287811279296875,13.252866744995117,Sopracciglia e ciglia,unisex,,,,+39 328 225 7636,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,iobeauty-trieste-via-giulia-n7fyg7gf,iobeauty,https://www.fresha.com/a/iobeauty-trieste-via-giulia-n7fyg7gf,Via Giulia,Trieste,,Friuli-venezia Giulia,,45.65407180786133,13.787779808044434,Unghie,unisex,,5,542,+39 040 340 6659,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,iris-beauty-studio-presso-becos-cervia-cervia-via-circonvallazione-edoardo-sacchetti-65-oans0acu,Iris Beauty Studio - presso Becos Cervia,https://www.fresha.com/a/iris-beauty-studio-presso-becos-cervia-cervia-via-circonvallazione-edoardo-sacchetti-65-oans0acu,"Via Circonvallazione Edoardo Sacchetti, 65",Cervia,,Emilia-romagna,,44.26227569580078,12.349215507507324,Sopracciglia e ciglia,unisex,,,,+39 351 404 0901,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,isabella-vedda-gela-via-guglielmo-marconi-45-xguk47q6,ISABELLA VEDDA,https://www.fresha.com/a/isabella-vedda-gela-via-guglielmo-marconi-45-xguk47q6,Via Guglielmo Marconi 45,Gela,,Sicilia,,37.06574249267578,14.252131462097168,Altro,unisex,,,,+39 329 307 5940,,fresha,ok_no_prices,2026-06-02T12:56:20Z,barber
fresha,ispiri-studio-verona-via-amedeo-carisio-via-a-carisio-9-esk3c5ee,ISPIRI STUDIO,https://www.fresha.com/a/ispiri-studio-verona-via-amedeo-carisio-via-a-carisio-9-esk3c5ee,"Via Amedeo Carisio, Via A. Carisio 9",Verona,,Veneto,,45.418235778808594,10.972261428833008,Barbiere,barber,,,,+39 348 575 9175,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,istar-parrucchieri-modena-stradello-soratore-zi7dtxrp,ISTAR Parrucchieri,https://www.fresha.com/a/istar-parrucchieri-modena-stradello-soratore-zi7dtxrp,Stradello Soratore,Modena,,Emilia-romagna,,44.658992767333984,10.931182861328125,Parrucchiere,unisex,,5,1,+39 352 044 2077,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,ivan-hairdesigner-san-sebastiano-al-vesuvio-via-giacomo-matteotti-cu5p5cec,Ivan Hairdesigner,https://www.fresha.com/a/ivan-hairdesigner-san-sebastiano-al-vesuvio-via-giacomo-matteotti-cu5p5cec,Via Giacomo Matteotti,San Sebastiano Al Vesuvio,,Campania,,40.844547271728516,14.368673324584961,Parrucchiere,unisex,,5,212,+39 391 705 3399,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,jack-angel-fino-mornasco-via-risorgimento-prfda87x,Jack Angel,https://www.fresha.com/a/jack-angel-fino-mornasco-via-risorgimento-prfda87x,Via Risorgimento,Fino Mornasco,,Lombardia,,45.74589538574219,9.049796104431152,Parrucchiere,unisex,,4.9,403,+39 031 489 7574,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,jc-dermocosmesi-milano-via-antonio-scarpa-11-z527r7pt,JC Dermocosmesi,https://www.fresha.com/a/jc-dermocosmesi-milano-via-antonio-scarpa-11-z527r7pt,Via Antonio Scarpa 11,Milano,,Lombardia,,45.460636138916016,9.15376091003418,Salone di bellezza,unisex,,,,+39 333 155 4453,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,jess-hairstylist-chiasso-corso-san-gottardo-oab4tr01,Jess Hairstylist,https://www.fresha.com/a/jess-hairstylist-chiasso-corso-san-gottardo-oab4tr01,Corso San Gottardo ,Chiasso,,Ticino,,45.83253860473633,9.03323745727539,Parrucchiere,unisex,,,,+41 78 312 08 31,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,jokers-style-c-so-verona-torino-corso-verona-20-so6oc7lb,Joker’s Style - C.so Verona,https://www.fresha.com/a/jokers-style-c-so-verona-torino-corso-verona-20-so6oc7lb,Corso Verona 20,Torino,,Piemonte,,45.07864761352539,7.696146011352539,Barbiere,barber,,,,+39 334 702 2030,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,josmen-san-gennaro-vesuviano-via-ottaviano-40-cvnh9t19,Josmen,https://www.fresha.com/a/josmen-san-gennaro-vesuviano-via-ottaviano-40-cvnh9t19,Via Ottaviano 40,San Gennaro Vesuviano,,Campania,,40.85895919799805,14.518332481384277,Barbiere,barber,,5,1,+39 081 528 6720,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,jumies-hairsalon-arona-via-giacomo-matteotti-14-ckf4sbi3,Jumies Hairsalon,https://www.fresha.com/a/jumies-hairsalon-arona-via-giacomo-matteotti-14-ckf4sbi3,Via Giacomo Matteotti 14,Arona,,Piemonte,,45.7581672668457,8.558917045593262,Parrucchiere,unisex,,,,+39 351 727 0292,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,just-massage-milano-via-falcone-5-mvlrb006,Just Massage,https://www.fresha.com/a/just-massage-milano-via-falcone-5-mvlrb006,Via Falcone 5,Milano,,MI,,45.46250915527344,9.187918663024902,Massaggi,unisex,,4.9,1164,+39 334 229 2931,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,k-s-r-l-s-mazzarino-via-eugenio-montale-ml2mb28b,K S.R.L.S.,https://www.fresha.com/a/k-s-r-l-s-mazzarino-via-eugenio-montale-ml2mb28b,Via Eugenio Montale ,Mazzarino,,Sicilia,,37.27739334106445,14.17359447479248,Sopracciglia e ciglia,unisex,,,,+39 329 315 3713,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kamm-hairsalon-galatone-via-savoia-r7feqkbh,KAMM hairsalon,https://www.fresha.com/a/kamm-hairsalon-galatone-via-savoia-r7feqkbh,Via Savoia ,Galatone ,,Puglia,,40.15201950073242,18.063196182250977,Parrucchiere,unisex,,5,155,+39 320 060 7672,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kaps-milano-glow-studio-milano-via-privata-iglesias-gacubb2w,KAPS MILANO GLOW STUDIO,https://www.fresha.com/a/kaps-milano-glow-studio-milano-via-privata-iglesias-gacubb2w,VIA PRIVATA IGLESIAS ,Milano,,Lombardia,,45.50588607788086,9.227231979370117,Salone di bellezza,unisex,,,,,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,karisma-di-lenatti-alessandra-chiesa-in-valmalenco-via-nicolo-rusca-jwpsrzkl,Karisma di Lenatti Alessandra,https://www.fresha.com/a/karisma-di-lenatti-alessandra-chiesa-in-valmalenco-via-nicolo-rusca-jwpsrzkl,Via Nicolò Rusca,Chiesa In Valmalenco,,Lombardia,,46.27017593383789,9.851361274719238,Parrucchiere,unisex,,4.9,19,+39 0342 454178,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kateryna-dr-manual-face-lifting-milano-milan-piazza-della-repubblica-viale-monte-santo-4-citofono-15-studio-spatium-citofono-8-telefono-3884654749-kateryna-obkf7spz,Kateryna Dr. Manual-Face-Lifting,https://www.fresha.com/a/kateryna-dr-manual-face-lifting-milano-milan-piazza-della-repubblica-viale-monte-santo-4-citofono-15-studio-spatium-citofono-8-telefono-3884654749-kateryna-obkf7spz,"Милан, piazza Della Repubblica Viale Monte Santo 4 citofono 15 studio Spatium citofono 8 telefono 3884654749 Kateryna ",Milano,,Lombardia,,45.47935104370117,9.195839881896973,Massaggi,unisex,,,,+39 388 465 4749,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kejsi-hairstyle-agliana-via-san-niccolao-sgf5gbot,Kejsi Hairstyle,https://www.fresha.com/a/kejsi-hairstyle-agliana-via-san-niccolao-sgf5gbot,Via San Niccolao ,Agliana,,Toscana,,43.90134811401367,11.008544921875,Parrucchiere,unisex,,,,+39 389 477 0101,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kinaura-med-milano-metropolitan-city-of-milan-via-santandrea-21-a3f6yhxf,Kinaura Med,https://www.fresha.com/a/kinaura-med-milano-metropolitan-city-of-milan-via-santandrea-21-a3f6yhxf,"Metropolitan City of Milan, Via Sant'Andrea 21",Milano,,Lombardia,,45.469512939453125,9.197450637817383,Centro sanitario,unisex,,,,+39 392 548 1654,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,klhin-male-image-quarto-via-giovanni-verga-6-kj7rbdjb,Klhin Male Image,https://www.fresha.com/a/klhin-male-image-quarto-via-giovanni-verga-6-kj7rbdjb,Via Giovanni Verga 6,Quarto,,Campania,,40.88784408569336,14.144633293151855,Barbiere,barber,,5,195,+39 351 606 8324,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kori-spa-linda-olivieri-saviano-via-pigna-spaccata-klpokuta,Kori SPA | Linda Olivieri,https://www.fresha.com/a/kori-spa-linda-olivieri-saviano-via-pigna-spaccata-klpokuta,Via Pigna Spaccata,Saviano,,Campania,,40.92112350463867,14.513652801513672,Spa e sauna,unisex,,4.8,108,+39 349 574 4667,,fresha,ok_no_prices,2026-06-02T12:56:20Z,barber
fresha,kosmea-beauty-siusi-seis-autonome-provinz-bozen-sudtirol-santnerstrass-skmr5q8p,Kosmea Beauty,https://www.fresha.com/a/kosmea-beauty-siusi-seis-autonome-provinz-bozen-sudtirol-santnerstrass-skmr5q8p,"Seis, Autonome Provinz Bozen - Südtirol, Santnerstraß",Siusi,,Trentino-alto Adige,,46.54447555541992,11.560582160949707,Salone di bellezza,unisex,,,,+39 392 849 5502,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,koureia-parrucchieri-di-gramone-anna-maria-san-nicandro-garganico-via-antonio-gramsci-gu90zygz,KOUREIA PARRUCCHIERI DI GRAMONE ANNA MARIA,https://www.fresha.com/a/koureia-parrucchieri-di-gramone-anna-maria-san-nicandro-garganico-via-antonio-gramsci-gu90zygz,Via Antonio Gramsci,San Nicandro Garganico,,Puglia,,41.83559036254883,15.568485260009766,Parrucchiere,unisex,,,,+39 320 266 7577,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kriziabeauty-milan-milano-metropolitan-city-of-milan-via-padova-ojg2yvve,Kriziabeauty Milan,https://www.fresha.com/a/kriziabeauty-milan-milano-metropolitan-city-of-milan-via-padova-ojg2yvve,"Metropolitan City of Milan, Via Padova",Milano,,Lombardia,,45.498382568359375,9.222563743591309,Sopracciglia e ciglia,unisex,,5,116,+39 351 624 6222,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,kromatik-hair-studio-ferrara-via-giuseppe-fabbri-172-ujyjp046,Kromatik Hair Studio,https://www.fresha.com/a/kromatik-hair-studio-ferrara-via-giuseppe-fabbri-172-ujyjp046,Via Giuseppe Fabbri 172,Ferrara,,Emilia-romagna,,44.824554443359375,11.618868827819824,Parrucchiere,unisex,,5,486,+39 0532 741362,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,l-angolo-del-benessere-rimini-via-flaminia-183-h4ynjp5j,L' Angolo del Benessere,https://www.fresha.com/a/l-angolo-del-benessere-rimini-via-flaminia-183-h4ynjp5j,Via Flaminia 183,Rimini,,Emilia-romagna,,44.04762649536133,12.580177307128906,Parrucchiere,unisex,,,,+39 351 734 3419,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,l-officina-delle-unghie-casei-gerola-via-roma-14-d9fp5l9c,L' officina delle unghie,https://www.fresha.com/a/l-officina-delle-unghie-casei-gerola-via-roma-14-d9fp5l9c,Via Roma 14,Casei Gerola,,Lombardia,,45.0069580078125,8.92774486541748,Unghie,unisex,,,,+39 346 888 1495,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,la-barbiera-di-venosa-venosa-via-roma-t7baqzqc,La Barbiera di Venosa,https://www.fresha.com/a/la-barbiera-di-venosa-venosa-via-roma-t7baqzqc,Via Roma,Venosa,,Basilicata,,40.964691162109375,15.81971263885498,Barbiere,barber,,5,3,+39 351 699 7301,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,d-modella-appia-roma-via-appia-nuova-308e-lzfdccdr,D+Modella Appia,https://www.fresha.com/a/d-modella-appia-roma-via-appia-nuova-308e-lzfdccdr,Via Appia Nuova 308E,Roma,,Lazio,,41.878150939941406,12.518240928649902,Salone di bellezza,unisex,,5,328,+39 06 701 4900,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,d-modella-garbatella-roma-rome-metropolitan-city-of-rome-capital-via-manfredo-camperio-34-p6m6ihpr,D+Modella Garbatella,https://www.fresha.com/a/d-modella-garbatella-roma-rome-metropolitan-city-of-rome-capital-via-manfredo-camperio-34-p6m6ihpr,"Rome, Metropolitan City of Rome Capital, Via Manfredo Camperio 34",Roma,,Lazio,,41.86821365356445,12.490476608276367,Salone di bellezza,unisex,,5,263,+39 06 6930 1116,,fresha,ok,2026-06-02T12:56:20Z,barber
fresha,da-sally-unghie-e-bellezza-pagliarone-viale-giuseppe-verdi-rqeb1f0c,Da Sally Unghie e Bellezza,https://www.fresha.com/a/da-sally-unghie-e-bellezza-pagliarone-viale-giuseppe-verdi-rqeb1f0c,Viale Giuseppe Verdi,Pagliarone,,Campania,,40.629852294921875,14.910137176513672,Unghie,unisex,,,,+39 351 821 1988,,fresha,ok,2026-06-02T12:56:20Z,barber
