source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names,nil_quartiere,name_source,source_provenance,opening_hours_source
osm,4176683414,Ciampino bistrot,,Roma,Roma,41.904158,12.478006,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Ciampino bistrot,,osm_overpass,osm,typical_by_type
osm,10436427124,Da Lilì Bistrot,,Roma,Roma,41.905700,12.447869,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Da Lilì Bistrot,,osm_overpass,osm,typical_by_type
osm,6993087585,Dami bistro,,"Via della Croce 52, Roma",Roma,41.905928,12.478802,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Dami bistro,,osm_overpass,osm,typical_by_type
osm,11779006872,il Bistrot di Mary Anne,,"Largo Giovanni Chiarini, 00154, Roma",Roma,41.875697,12.489750,,,,,,,06:00-21:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,il Bistrot di Mary Anne,,osm_overpass,osm,osm
osm,13401519294,Imperial bistrot,,"Via Cavour 252, 00184, Roma",Roma,41.894442,12.492854,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Imperial bistrot,,osm_overpass,osm,typical_by_type
osm,9704085188,Le Bistro,,"Via Mario de' Fiori 26, 00187, Roma",Roma,41.905704,12.481029,,,,,+39 06 6945 5989,https://www.lebistroroma.com,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Le Bistro,,osm_overpass,osm,typical_by_type
osm,10020653717,lightcoffee&bistrot,,"Via Alfieri 4, 00185, Roma",Roma,41.891318,12.502601,,,,,+39 06 8778 2624,https://lightcoffeebistrot.business.site/,Tu-Sa 06:15-21:00; Mo 06:15-19:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,lightcoffee&bistrot,,osm_overpass,osm,osm
osm,3781268652,Makasar Bistrot,,Roma,Roma,41.904580,12.460362,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Makasar Bistrot,,osm_overpass,osm,typical_by_type
osm,6851579188,Mavà Bistrot,,"Via Gabriello Chiabrera 126, 00145, Roma",Roma,41.853519,12.478910,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Mavà Bistrot,,osm_overpass,osm,typical_by_type
osm,12991987402,Momà Bistrot,,Roma,Roma,41.915791,12.464474,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Momà Bistrot,,osm_overpass,osm,typical_by_type
osm,10914778781,Oro Bistrot,,Roma,Roma,41.896185,12.484838,,,,,,https://www.orobistrot.it,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Oro Bistrot,,osm_overpass,osm,typical_by_type
osm,12006500864,Pa.Po Bistrot,,"Via del Nazareno 13, 00187, Roma",Roma,41.902736,12.483576,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Pa.Po Bistrot,,osm_overpass,osm,typical_by_type
osm,6103869586,palatino bistrot,,Roma,Roma,41.916607,12.500668,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,palatino bistrot,,osm_overpass,osm,typical_by_type
osm,6103879685,palatino bistrot,,Roma,Roma,41.917743,12.499218,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,palatino bistrot,,osm_overpass,osm,typical_by_type
osm,2835819625,Peso Bistrot,,"Lungotevere degli Artigiani, Roma",Roma,41.873765,12.469989,,,,,,http://www.pesoroma.it,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Peso Bistrot,,osm_overpass,osm,typical_by_type
osm,5405116863,Picasso Bistrot,,"Viale Guglielmo Marconi 302, 00146, Roma",Roma,41.862196,12.469616,,,,,+39 06 556 2810,,Mo-Su 07:00-21:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Picasso Bistrot,,osm_overpass,osm,osm
osm,13441873501,Shell Bistrot,,Roma,Roma,41.915967,12.509096,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Shell Bistrot,,osm_overpass,osm,typical_by_type
osm,12046532869,Snack Bar-il Bistrot,,"Via Belsiana 9b, Roma",Roma,41.906199,12.479222,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Snack Bar-il Bistrot,,osm_overpass,osm,typical_by_type
osm,6846859685,Tiepolo - Bistro Bottiglieria,,"Via Arenula 43, Roma",Roma,41.892644,12.475204,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Tiepolo - Bistro Bottiglieria,,osm_overpass,osm,typical_by_type
osm,561757109,Via Vai Bar - Bistrot,,"Via di Grotta Perfetta 600, Roma",Roma,41.833621,12.513623,,,,,+39 06 8676 0582,,Mo-We 07:00-20:00; Th-Su 07:00-23:15,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Via Vai Bar - Bistrot,,osm_overpass,osm,osm
osm,8392405725,Vignola Bistrot,,"Viale del Vignola 49, Roma",Roma,41.924511,12.468840,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Vignola Bistrot,,osm_overpass,osm,typical_by_type
osm,1938346414,Vivi Bistrot,,"2, Roma",Roma,41.897690,12.472985,,,,,,https://vivi.it/store/piazza-navona/,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Vivi Bistrot,,osm_overpass,osm,typical_by_type
osm,3707882882,Vizi e Sfizi Bistrot,,"Via Valsavaranche, Roma",Roma,41.944848,12.515452,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:09:21Z,bistro,TARGET,False,existing,Vizi e Sfizi Bistrot,,osm_overpass,osm,typical_by_type
osm,10574351922,'Na Tazzulella 'e cafè,,"Viale dell'Aeronautica 57, 00144, Roma",Roma,41.826324,12.476215,,,,,+39 06 4544 6008,,Mo-Su 06:30-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,'Na Tazzulella 'e cafè,,osm_overpass,osm,osm
osm,3217327590,075,,"Via dei Cerchi 65, 00186, Roma",Roma,41.887952,12.483936,,,,,+39 066875706,https://www.075roma.com/,Mo-Su 11:00-02:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,075,,osm_overpass,osm,osm
osm,6794907856,081 Cafe,,"Via Merulana 83, 00185, Roma",Roma,41.891930,12.502143,,,,,+39 340 3397933,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,081 Cafe,,osm_overpass,osm,typical_by_type
osm,6514919028,100 Caffe' Balduina,,"Via Ugo De Carolis 80, Roma",Roma,41.916014,12.439799,,,,,+39 06 4544 9454,,"Mo-Sa 09:30-13:00, 15:30-19:30",False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,100 Caffe' Balduina,,osm_overpass,osm,osm
osm,4476552078,100elode,,"Via degli Equi 74, Roma",Roma,41.895473,12.513845,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,100elode,,osm_overpass,osm,typical_by_type
osm,6166428391,39 Bar,,"Via Fulda 39, 00148, Roma",Roma,41.836354,12.430144,,,,,,,Mo-Sa 06:00-21:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,39 Bar,,osm_overpass,osm,osm
osm,7018252148,3G,,"Via Gaspare Spontini 33, 00043, Ciampino",Roma,41.804499,12.600290,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,3G,,osm_overpass,osm,typical_by_type
osm,6976285585,7 Cereali,,"Via Isonzo 16, Roma",Roma,41.912828,12.497078,,,,,+39 06 4754 7700,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,7 Cereali,,osm_overpass,osm,typical_by_type
osm,6329557185,8 Millimetro,,Roma,Roma,41.891026,12.470486,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,8 Millimetro,,osm_overpass,osm,typical_by_type
osm,7089205082,804,,"Via Guido Mazzoni 10, 00162, Roma",Roma,41.910270,12.528944,,,,,,,Mo-Su 05:00-23:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,804,,osm_overpass,osm,osm
osm,12398665202,94tele,,Roma,Roma,41.893986,12.488776,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,94tele,,osm_overpass,osm,typical_by_type
osm,2155786683,A Casa della Chef,,"Via Rosa Raimondi Garibaldi 2;4;6, 00145, Roma",Roma,41.859703,12.493653,,,,,+39 06 51603942,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,A Casa della Chef,,osm_overpass,osm,typical_by_type
osm,11182380888,Accademia del caffè,,"Via Antoniotto Usodimare 8, 00154, Roma",Roma,41.867572,12.494393,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Accademia del caffè,,osm_overpass,osm,typical_by_type
osm,13158394195,Accentodì,,Roma,Roma,41.910168,12.528643,,,,,,,07:00-25:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Accentodì,,osm_overpass,osm,osm
osm,5552446184,Ago e Lillo,,"Piazza del Risorgimento 13, Roma",Roma,41.906673,12.457094,,,,,+39 06 3972 9770,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Ago e Lillo,,osm_overpass,osm,typical_by_type
osm,6274404486,Ago e Lillo,,Roma,Roma,41.905610,12.458742,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Ago e Lillo,,osm_overpass,osm,typical_by_type
osm,9820172355,Agricoltura sociale Capodarco,,"Via della Tenuta della Mistica, 00155, Roma",Roma,41.886187,12.600742,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Agricoltura sociale Capodarco,,osm_overpass,osm,typical_by_type
osm,5475143659,Air Bar,,Roma,Roma,41.871619,12.484001,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Air Bar,,osm_overpass,osm,typical_by_type
osm,2638506151,Airport Cafè,,"Via Scribonio Curione 132, Roma",Roma,41.865087,12.555013,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Airport Cafè,,osm_overpass,osm,typical_by_type
osm,12914001487,Aj,,"Via dei Colli Albani 176, 00179, Roma",Roma,41.866746,12.534384,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Aj,,osm_overpass,osm,typical_by_type
osm,10814495040,Al caffè Romano,,"Via Principe Amedeo 176, 00185, Roma",Roma,41.896235,12.504809,,,,,+39 06 4464027,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al caffè Romano,,osm_overpass,osm,typical_by_type
osm,13888681358,Al Da Vinci,,Roma,Roma,41.856027,12.480963,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al Da Vinci,,osm_overpass,osm,typical_by_type
osm,10289227923,Al Massimo,,"Via Giovanni Amendola 6, 00185, Roma",Roma,41.901173,12.497977,,,,,+39 06 4885617,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al Massimo,,osm_overpass,osm,typical_by_type
osm,12649413201,Al Mio Caffè,,"Piazza della Città Leonina 7, 00193, Roma",Roma,41.903617,12.458317,,,,,+39 0668802645,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al Mio Caffè,,osm_overpass,osm,typical_by_type
osm,7090359984,al Ponte,,Roma,Roma,41.867494,12.484732,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,al Ponte,,osm_overpass,osm,typical_by_type
osm,12013139949,Al Sipario Bar,,"Via Sistina 140, Roma",Roma,41.903892,12.487498,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al Sipario Bar,,osm_overpass,osm,typical_by_type
osm,7922256125,Al solito posto,,"Via delle Isole Curzolane 172, 00139, Roma",Roma,41.949564,12.529083,,,,,+39 06 8174918,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al solito posto,,osm_overpass,osm,typical_by_type
osm,12953655700,Al. Vi. 'S,,"Via Abigaille Zanetta 85, 00143, Roma",Roma,41.814695,12.506920,,,,,+39 06 5037143,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Al. Vi. 'S,,osm_overpass,osm,typical_by_type
osm,2905413207,Alan Bar,,Roma,Roma,41.819097,12.611065,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alan Bar,,osm_overpass,osm,typical_by_type
osm,8602704039,Alari,,"Via Portuense 106, Roma",Roma,41.875759,12.467052,,,,,+39065806577,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alari,,osm_overpass,osm,typical_by_type
osm,1269961960,Alberone,,"Via Appia Nuova 390, Roma",Roma,41.875756,12.521439,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alberone,,osm_overpass,osm,typical_by_type
osm,6265196889,Alberto Pica,,"Via della Seggiola 12, Roma",Roma,41.893047,12.474856,,,,,+39 066868405,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alberto Pica,,osm_overpass,osm,typical_by_type
osm,13077951634,Alcolico,,"Via delle Acacie 93, Roma",Roma,41.888676,12.570213,,,,,,,Mo off; Tu-Su 18:00-01:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alcolico,,osm_overpass,osm,osm
osm,5435192271,Alembic,,"Piazza in Piscinula 51, 00153, Roma",Roma,41.889288,12.476240,,,,,+39065800681,,Fr-Su 10:30-02:00; Mo-Th 10:30-01:30,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alembic,,osm_overpass,osm,osm
osm,1985391515,Alexander Bar,,Roma,Roma,41.900130,12.536988,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alexander Bar,,osm_overpass,osm,typical_by_type
osm,2572173425,Alexander Bar,,"Viale Palmiro Togliatti 954/956, 00171, Roma",Roma,41.892431,12.574835,,,,,+39 06 215 6374,https://www.facebook.com/pages/Alexander-Bar/154151091286798,5:00 - 21:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alexander Bar,,osm_overpass,osm,osm
osm,394953061,Alexanderplatz,,Roma,Roma,41.909085,12.453644,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alexanderplatz,,osm_overpass,osm,typical_by_type
osm,1714925868,Alice,,"00178, Roma",Roma,41.834329,12.557972,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alice,,osm_overpass,osm,typical_by_type
osm,12435654901,Alice e il Vino,,"Via Cimone 181, 00141, Roma",Roma,41.931001,12.535995,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alice e il Vino,,osm_overpass,osm,typical_by_type
osm,7090373997,Alicina Caffè,,Roma,Roma,41.866984,12.486104,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alicina Caffè,,osm_overpass,osm,typical_by_type
osm,5598775186,Almalu Trastavere,,"Via della Scala 77, 00153, Roma",Roma,41.890429,12.468736,,,,,+39 328 923 4381,https://www.facebook.com/almalu.trastevere.roma,"Mo-Th 18:00-2:00, Fr-Su 16:00-2:00",False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Almalu Trastavere,,osm_overpass,osm,osm
osm,10186278464,Almeva,,"Via Castelfidardo 24, 00185, Roma",Roma,41.907286,12.500045,,,,,+39 06 89524040,,Mo-Fr 07:00-17:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Almeva,,osm_overpass,osm,osm
osm,13695229401,Alvarado Street,,Roma,Roma,41.887429,12.529654,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Alvarado Street,,osm_overpass,osm,typical_by_type
osm,4709930443,Ambara Bar,,"Via dell'Amba Aradam 11, 00184, Roma",Roma,41.884072,12.500962,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Ambara Bar,,osm_overpass,osm,typical_by_type
osm,4521914554,Ambassador,,Roma,Roma,41.950960,12.471432,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Ambassador,,osm_overpass,osm,typical_by_type
osm,3940791813,American bar,,"Largo Giulio Capitolino 366, 00174, Roma",Roma,41.854778,12.564434,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,American bar,,osm_overpass,osm,typical_by_type
osm,5792989981,American Bar,,Roma,Roma,41.907659,12.488412,,,,,,,"Mo-Sa 07:00-12:00,19:00-24:00; Su off",False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,American Bar,,osm_overpass,osm,osm
osm,4471160635,Amoroma,,"Piazzale di Ponte Milvio 5, Roma",Roma,41.936910,12.465799,,,,,,amoroma.it,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Amoroma,,osm_overpass,osm,typical_by_type
osm,9061075509,Anda,,Roma,Roma,41.896490,12.538666,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Anda,,osm_overpass,osm,typical_by_type
osm,8567325831,Andasìa,,"Viale dei Quattro Venti 176, 00152, Roma",Roma,41.876965,12.458011,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Andasìa,,osm_overpass,osm,typical_by_type
osm,7101491197,Andreotti,,"Via di Grotta Perfetta 27, Roma",Roma,41.848186,12.487007,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Andreotti,,osm_overpass,osm,typical_by_type
osm,9171561645,Angel's Bar,,Roma,Roma,41.894633,12.548271,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Angel's Bar,,osm_overpass,osm,typical_by_type
osm,12237637301,Angel's House,,Roma,Roma,41.900228,12.483870,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Angel's House,,osm_overpass,osm,typical_by_type
osm,12184146103,Angelo blu,,"Via del Fringuello 50c, 00169, Roma",Roma,41.870456,12.597033,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Angelo blu,,osm_overpass,osm,typical_by_type
osm,11586780715,Angolo caffè,,Roma,Roma,41.784060,12.364415,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Angolo caffè,,osm_overpass,osm,typical_by_type
osm,7116214451,Angolo Sciarra,,"Via Marco Minghetti 8, Roma",Roma,41.900029,12.482165,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Angolo Sciarra,,osm_overpass,osm,typical_by_type
osm,4192923989,Anima Mundi,,"Via del Velabro 1, Roma",Roma,41.889392,12.483530,,,,,+39 06 96030061,https://www.animamundiroma.it/,Mo-Su 10:00-02:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Anima Mundi,,osm_overpass,osm,osm
osm,3738275863,Anita,,"Viale dei Quattro Venti 67, Roma",Roma,41.882826,12.458859,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Anita,,osm_overpass,osm,typical_by_type
osm,11118531097,Antica caffetteria,,"Via Carlo Pirzio Biroli 34, 00043, Ciampino",Roma,41.805596,12.599098,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antica caffetteria,,osm_overpass,osm,typical_by_type
osm,1544650371,Antica Caffetteria Cerelli,,"Via Pinerolo 27, Roma",Roma,41.883042,12.516200,,,,,+39 06 7022563,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antica Caffetteria Cerelli,,osm_overpass,osm,typical_by_type
osm,2916648114,Antica Roma,,"Via Giacomo Caneva, 00142, Roma",Roma,41.838865,12.515857,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antica Roma,,osm_overpass,osm,typical_by_type
osm,5647614124,Antica Roma,,Roma,Roma,41.896850,12.482318,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antica Roma,,osm_overpass,osm,typical_by_type
osm,11486602264,Antica Roma,,"Via Marco Aurelio 28A, Roma",Roma,41.888197,12.495886,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antica Roma,,osm_overpass,osm,typical_by_type
osm,3781269002,Antichisapori,,Roma,Roma,41.904132,12.461329,,,,,,,Mo-Su 8:00-17:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antichisapori,,osm_overpass,osm,osm
osm,9141504217,Antico caffe,,"Piazza di Sant'Apollonia 1, Roma",Roma,41.889664,12.471001,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antico caffe,,osm_overpass,osm,typical_by_type
osm,4886058322,Antico Caffe del Brasile - Torrefazione,,"Via dei Serpenti, Roma",Roma,41.895758,12.490278,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antico Caffe del Brasile - Torrefazione,,osm_overpass,osm,typical_by_type
osm,6160797986,Antico Caffe Doria,,Roma,Roma,41.908986,12.449991,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antico Caffe Doria,,osm_overpass,osm,typical_by_type
osm,5409906344,Antico Caffè,,"Viale di Trastevere 283, Roma",Roma,41.874870,12.466093,,,,,,,Mo-Sa 06:00-21:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antico Caffè,,osm_overpass,osm,osm
osm,6300640061,Antico Caffè Aurelia,,"Via Aurelia 450, 00165, Roma",Roma,41.898746,12.426163,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:09:21Z,cafe,TARGET,False,existing,Antico Caffè Aurelia,,osm_overpass,osm,typical_by_type
