source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names,nil_quartiere,name_source,source_provenance,opening_hours_source
osm,2785171261,Al Parlamento,,"511, 30121, Venezia",Venezia,45.444775,12.322553,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Al Parlamento,,osm_overpass,osm,typical_by_type
osm,4878879683,Al Ponte,,Venezia,Venezia,45.429078,12.359579,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Al Ponte,,osm_overpass,osm,typical_by_type
osm,4492364089,Al Timon,,"Fondamenta degli Ormesini 2754, 30121, Venezia",Venezia,45.445561,12.328437,,,,,,,We-Mo 16:00-01:00; Tu off,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Al Timon,,osm_overpass,osm,osm
osm,5937822885,al vecio calice,,Venezia,Venezia,45.432124,12.351170,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,al vecio calice,,osm_overpass,osm,typical_by_type
osm,1879269046,All'Angolo,,Venezia,Venezia,45.433778,12.330622,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,All'Angolo,,osm_overpass,osm,typical_by_type
osm,4492301498,All'Arco,,"Calle de l'Ochialer 1451, 30125, Venezia",Venezia,45.438887,12.334039,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,All'Arco,,osm_overpass,osm,typical_by_type
osm,2964496690,Alla Bragora,,"Salizada Sant'Antonin 3604, 30122, Venezia",Venezia,45.434996,12.346840,,,,,+39 041 639 3527,,Mo-Su 07:00-20:00; PH closed,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Alla Bragora,,osm_overpass,osm,osm
osm,1609073433,Alla Città di Torino,,Venezia,Venezia,45.435924,12.335117,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Alla Città di Torino,,osm_overpass,osm,typical_by_type
osm,13197663201,Alla Fonda,,"Calle de la Galeazza 405, 30125, Venezia",Venezia,45.438918,12.334322,,,,,,,Mo-Su 09:00-19:30,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Alla Fonda,,osm_overpass,osm,osm
osm,7777716585,Amo,,Venezia,Venezia,45.438289,12.336703,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Amo,,osm_overpass,osm,typical_by_type
osm,5041847021,Ancora,,"120, Venezia",Venezia,45.438885,12.335259,,,,,+39 041 520 7066,https://www.ancoravenezia.it,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Ancora,,osm_overpass,osm,typical_by_type
osm,5617557021,Angelo poretti,,Venezia,Venezia,45.437877,12.323255,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Angelo poretti,,osm_overpass,osm,typical_by_type
osm,4876741941,Antica Osteria da Gino,,"Fondamenta S. Giuseppe 754, Venezia",Venezia,45.430851,12.357385,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Antica Osteria da Gino,,osm_overpass,osm,typical_by_type
osm,1879269054,Aperol terrazza,,Venezia,Venezia,45.433360,12.330880,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Aperol terrazza,,osm_overpass,osm,typical_by_type
osm,3838956350,Approdo,,Venezia,Venezia,45.452744,12.354121,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Approdo,,osm_overpass,osm,typical_by_type
osm,9200911471,Aqua Santa,,Venezia,Venezia,45.457284,12.353563,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Aqua Santa,,osm_overpass,osm,typical_by_type
osm,9200742349,Art Cafe,,"Cannaregio 6061, 30121, Venezia",Venezia,45.439963,12.339090,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Art Cafe,,osm_overpass,osm,typical_by_type
osm,5433201822,Arte Della Pizza,,Venezia,Venezia,45.445923,12.317251,,,,,,,Tu-Su 11:00-21:00,False,,no_price,2026-06-02T10:14:04Z,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Arte Della Pizza,,osm_overpass,osm,osm
osm,13897541210,Bacareto da ea Neni,,"2737, 30121, Venezia",Venezia,45.445510,12.328656,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacareto da ea Neni,,osm_overpass,osm,typical_by_type
osm,13850403227,Bacarino,,Venezia,Venezia,45.438936,12.337067,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacarino,,osm_overpass,osm,typical_by_type
osm,5864318045,Bacaro 22 (vintidò),,"Calle de Dona Onesta 3929, Venezia",Venezia,45.435663,12.326173,,,,,+39 3491854743,www.bacaro-vintido.it,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro 22 (vintidò),,osm_overpass,osm,typical_by_type
osm,5525037212,Bacaro acqua alta,,Venezia,Venezia,45.437852,12.323409,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro acqua alta,,osm_overpass,osm,typical_by_type
osm,7731826786,Bacaro Ae Bricoe,,"2684, 30121, Venezia",Venezia,45.445348,12.329265,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro Ae Bricoe,,osm_overpass,osm,typical_by_type
osm,11063897335,Bacaro al Ravano,,Venezia,Venezia,45.438095,12.333268,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro al Ravano,,osm_overpass,osm,typical_by_type
osm,5937847091,Bacaro Bar,,"5693, 30121, Venezia",Venezia,45.439385,12.336991,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro Bar,,osm_overpass,osm,typical_by_type
osm,4840996726,Bacaro da Fiore,,Venezia,Venezia,45.433843,12.330461,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro da Fiore,,osm_overpass,osm,typical_by_type
osm,5310473621,Bacaro da me Pare,,"Calle dei Fabbri 881, 30124, Venezia",Venezia,45.434628,12.337555,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro da me Pare,,osm_overpass,osm,typical_by_type
osm,2249943781,Bacaro Jazz,,"5546, 30124, Venezia",Venezia,45.438282,12.337092,,,,,+39 041 5285249,http://www.bacarojazz.com/,Su-Th 12:00-02:00; Fr-Sa 12:00-03:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro Jazz,,osm_overpass,osm,osm
osm,10847102572,Bacaro Risorto,,"4700, 30122, Venezia",Venezia,45.434984,12.342590,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bacaro Risorto,,osm_overpass,osm,typical_by_type
osm,7746343786,Bar,,Venezia,Venezia,45.415612,12.373524,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,,,placeholder,osm,typical_by_type
osm,12307358981,Bar,,Venezia,Venezia,45.425435,12.332054,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,,,placeholder,osm,typical_by_type
osm,3884049415,"Bar ""Mister Sandwich""",,"5121, 30124, Venezia",Venezia,45.437402,12.335653,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,"Bar ""Mister Sandwich""",,osm_overpass,osm,typical_by_type
osm,2408157611,Bar ai Nomboli,,"Calle dei Nomboli 2717c, 30121-30176, Venezia",Venezia,45.436389,12.328459,,,,,+390415230995,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar ai Nomboli,,osm_overpass,osm,typical_by_type
osm,5564763691,Bar al Canton,,"Salizada San Francesco 3182, 30122, Venezia",Venezia,45.436874,12.347376,,,,,+39 041 522 8257,,Mo-Sa 07:00-23:00; Su 07:00-22:30; PH closed,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar al Canton,,osm_overpass,osm,osm
osm,4798329531,Bar al Faro,,Venezia,Venezia,45.452921,12.354489,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar al Faro,,osm_overpass,osm,typical_by_type
osm,10001343187,Bar all' Angolo,,"Fondamenta de la Misericordia 2575, 30121, Venezia",Venezia,45.444725,12.331608,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar all' Angolo,,osm_overpass,osm,typical_by_type
osm,5308475923,bar alla toletta,,"1191, 30123, Venezia",Venezia,45.431723,12.326366,,,,,,,Mo-Su 07:00-19:00+,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,bar alla toletta,,osm_overpass,osm,osm
osm,5525037211,Bar alle Colonnette,,"Viale Giuseppe Garibaldi 1828, Venezia",Venezia,45.432575,12.355583,,,,,,,We-Mo 07:00-20:00; Tu off,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar alle Colonnette,,osm_overpass,osm,osm
osm,5804844003,Bar alle Guglie,,"Cannaregio 1299, 30121, Venezia",Venezia,45.443722,12.325743,,,,,+39 041 716445,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar alle Guglie,,osm_overpass,osm,typical_by_type
osm,5360490711,Bar Americano,,"302, 30124, Venezia",Venezia,45.434732,12.339023,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Americano,,osm_overpass,osm,typical_by_type
osm,1326454795,Bar Arsenale,,"Ramo Secondo de la Pergola 2412, Venezia",Venezia,45.434674,12.349629,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Arsenale,,osm_overpass,osm,typical_by_type
osm,8357883891,Bar Bepi,,Venezia,Venezia,45.410791,12.366763,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Bepi,,osm_overpass,osm,typical_by_type
osm,4437783672,Bar cicchetteria Karibu,,"4682b, 30122, Venezia",Venezia,45.434895,12.342743,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar cicchetteria Karibu,,osm_overpass,osm,typical_by_type
osm,4234614667,Bar Collo,,Venezia,Venezia,45.437454,12.323369,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Collo,,osm_overpass,osm,typical_by_type
osm,895802286,Bar Da Ice,,Venezia,Venezia,45.456905,12.357247,,,,,,,Mo-Su 10:00-17:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Da Ice,,osm_overpass,osm,osm
osm,12214770471,Bar da Matteo,,Venezia,Venezia,45.431112,12.326489,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar da Matteo,,osm_overpass,osm,typical_by_type
osm,10788200370,Bar da Mattia,,Venezia,Venezia,45.436563,12.319982,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar da Mattia,,osm_overpass,osm,typical_by_type
osm,4187989723,Bar de Maravegie,,Venezia,Venezia,45.431637,12.326687,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar de Maravegie,,osm_overpass,osm,typical_by_type
osm,11302117320,Bar Don Giovanni,,Venezia,Venezia,45.451964,12.350986,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Don Giovanni,,osm_overpass,osm,typical_by_type
osm,5033332721,Bar Ducale,,"Calle de le Ostreghe 2354, Venezia",Venezia,45.432473,12.333680,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Ducale,,osm_overpass,osm,typical_by_type
osm,13340198150,Bar Filovia,,"521/A, 30135, Venezia",Venezia,45.438735,12.318695,,,,,+39 340 970 7613,,Mo-Fr 05:30-19:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Filovia,,osm_overpass,osm,osm
osm,9694462100,Bar Fornace,,Venezia,Venezia,45.455327,12.352250,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Fornace,,osm_overpass,osm,typical_by_type
osm,3352373286,Bar Froggy,,"Calle del Forno 2675a, 30121, Venezia",Venezia,45.445345,12.329544,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Froggy,,osm_overpass,osm,typical_by_type
osm,12453807862,"Bar Gelateria ""Al Todaro""",,"3, 30124, Venezia",Venezia,45.433269,12.339441,,,,,+39 041 5285165,http://www.al-todaro.it/,Th-Tu 10:00-19:30; We off,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,"Bar Gelateria ""Al Todaro""",,osm_overpass,osm,osm
osm,5558772069,Bar Iuav,,Venezia,Venezia,45.437851,12.322682,,,,,,,Mo-Fr 07:30-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Iuav,,osm_overpass,osm,osm
osm,5558803988,Bar Iuav Santa Marta,,Venezia,Venezia,45.431951,12.314864,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Iuav Santa Marta,,osm_overpass,osm,typical_by_type
osm,5424400025,Bar L'Archivio Venzia,,Venezia,Venezia,45.437258,12.327349,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar L'Archivio Venzia,,osm_overpass,osm,typical_by_type
osm,13261202349,Bar L'Incontro,,"Gran Viale Santa Maria Elisabetta 2h, Venezia",Venezia,45.416746,12.368828,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar L'Incontro,,osm_overpass,osm,typical_by_type
osm,6781991285,Bar lepanto,,Venezia,Venezia,45.415900,12.370217,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar lepanto,,osm_overpass,osm,typical_by_type
osm,10008639218,Bar Luciano 480,,"480, Venezia",Venezia,45.436021,12.338757,,,,,,https://m.facebook.com/lucano480/,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Luciano 480,,osm_overpass,osm,typical_by_type
osm,7019045758,Bar Mio,,"Via Giuseppe Garibaldi 1820, 30122, Venezia",Venezia,45.432542,12.355200,,,,,+39 041 6521 1361,,"Tu, Sa 12:00-22:00; Su, We-Fr 11:30-22:00",False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Mio,,osm_overpass,osm,osm
osm,1522313181,Bar Mirabar,,"555a, 30135, Venezia",Venezia,45.439387,12.321175,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Mirabar,,osm_overpass,osm,typical_by_type
osm,3527984719,Bar Olimpia,,"116, 30121, Venezia",Venezia,45.441524,12.322581,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Olimpia,,osm_overpass,osm,typical_by_type
osm,676820125,Bar pasticceria Chiusso,,"3306, 30122, Venezia",Venezia,45.435609,12.345761,,,,,+39 041 523 1611,,"Mo-Tu,Th-Su 07:00-20:00; We closed; PH closed",False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar pasticceria Chiusso,,osm_overpass,osm,osm
osm,3398707712,Bar Pasticceria La Bauta,,"3528, 30123, Venezia",Venezia,45.436894,12.321275,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Pasticceria La Bauta,,osm_overpass,osm,typical_by_type
osm,7746302054,Bar Pasticeria Gelateria Garbisa,,"Gran Viale Santa Maria Elisabetta 51c, Venezia",Venezia,45.416082,12.372127,,,,,+39 041 526 1464,,Mo-Su 06:00-24:00; PH closed,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Pasticeria Gelateria Garbisa,,osm_overpass,osm,osm
osm,4901728921,Bar Redentore,,"Calle Zaguri, Venezia",Venezia,45.432746,12.332214,,,,,,,Mo-Su 08:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Redentore,,osm_overpass,osm,osm
osm,4322975889,Bar rialto da lollo,,Venezia,Venezia,45.438758,12.335004,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar rialto da lollo,,osm_overpass,osm,typical_by_type
osm,3389131410,Bar Rosa,,"1099, 30135, Venezia",Venezia,45.440087,12.325372,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Rosa,,osm_overpass,osm,typical_by_type
osm,7746247311,Bar Spiaggia 4 Fontane,,Venezia,Venezia,45.408016,12.370765,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Spiaggia 4 Fontane,,osm_overpass,osm,typical_by_type
osm,1879269049,Bar Spritz,,"Calle del Pestrin 3528, Venezia",Venezia,45.433996,12.331008,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Spritz,,osm_overpass,osm,typical_by_type
osm,6900092386,Bar Stella Polare,,"Rio Terà Santi Apostoli 4653, 30121, Venezia",Venezia,45.441213,12.337572,,,,,+39 331 546 3479,,Mo-Su 07:00-23:30,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bar Stella Polare,,osm_overpass,osm,osm
osm,4998786721,Barcollo,,"219, 30125, Venezia",Venezia,45.439091,12.334845,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Barcollo,,osm_overpass,osm,typical_by_type
osm,10568549528,Barka,,Venezia,Venezia,45.432197,12.351684,,,,,,,Mo-Su 09:00-24:00; PH closed,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Barka,,osm_overpass,osm,osm
osm,5451326623,Basegone,,"Campo San Tomà 2863, 30100, Venezia",Venezia,45.436053,12.327146,,,,,+39 347 106 3612,,Mo-Su 11:00-22:30,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Basegone,,osm_overpass,osm,osm
osm,4240308914,Beccafico Café,,Venezia,Venezia,45.431537,12.327985,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Beccafico Café,,osm_overpass,osm,typical_by_type
osm,7746339128,Bellabiglia Bar,,Venezia,Venezia,45.414933,12.375626,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bellabiglia Bar,,osm_overpass,osm,typical_by_type
osm,9952138958,Bisicchia,,Venezia,Venezia,45.439055,12.323301,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bisicchia,,osm_overpass,osm,typical_by_type
osm,4234614968,Black-Jack,,"4267, 30124, Venezia",Venezia,45.435667,12.335086,,,,,,,Mo-Su 10:30-21:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Black-Jack,,osm_overpass,osm,osm
osm,534186286,blue Moon,,Venezia,Venezia,45.414377,12.376759,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,blue Moon,,osm_overpass,osm,typical_by_type
osm,4492364389,Bone Robe,,"Corte Carrozze 2919, Venezia",Venezia,45.433674,12.322602,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bone Robe,,osm_overpass,osm,typical_by_type
osm,5010909621,Boresso,,"1908, 30135, Venezia",Venezia,45.440492,12.329613,,,,,+39 3470006415,,Mo-Su 07:00-15:30,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Boresso,,osm_overpass,osm,osm
osm,6417020185,Bottega del caffé Dersut,,"Campo dei Frari 3017, Venezia",Venezia,45.436539,12.326594,,,,,,,Mo-Fr 06:00-19:00; Sa 07:00-19:00; Su 08:00-14:00; PH off,False,,no_price,2026-06-02T10:14:04Z,cafe,TARGET,False,existing,Bottega del caffé Dersut,,osm_overpass,osm,osm
