venue_id,venue_name,venue_url,menu_url,address,city,latitude,longitude,categories,price_tier,rating,opening_hours,extraction_status,source_provider,retrieved_at
7qyZ3qCui,A.N.G.56,https://www.mycia.it/menu/milano/a-n-g-56-7qyZ3qCui,https://www.mycia.it/menu/milano/a-n-g-56-7qyZ3qCui,"Alzaia Naviglio Grande 56, 20144 Milano, Italia",Milano,45.4510473,9.1683638,"Fast-Food, Ristorante",€,,Lunedì Chiuso | Martedì 12:00 - 22:30 | Mercoledì 12:00 - 22:30 | Giovedì 12:00 - 22:30 | Venerdì 12:00 - 00:00 | Sabato 12:00 - 00:00 | Domenica 12:00 - 22:30,filtered_out,mycia,2026-05-30T17:19:17.217191+00:00
2nH6gZEnZ,A' MARE RESTAURANT,https://www.mycia.it/menu/milano/a-mare-restaurant-2nH6gZEnZ,https://www.mycia.it/menu/milano/a-mare-restaurant-2nH6gZEnZ,"Via Santa Tecla, 3, 20122 Milano, MI, Italia",Milano,45.4627967,9.193098,Ristorante,€€€,,Lunedì 12:00 - 15:00 / 19:00 - 23:00 | Martedì 12:00 - 15:00 / 19:00 - 23:00 | Mercoledì 12:00 - 15:00 / 19:00 - 23:00 | Giovedì 12:00 - 15:00 / 19:00 - 23:00 | Venerdì 12:00 - 15:00 / 19:00 - 23:00 | Sabato 12:00 - 15:00 / 19:00 - 23:00 | Domenica 12:00 - 15:00,filtered_out,mycia,2026-05-30T17:19:18.761319+00:00
kOu9YgP8F,Abbottega,https://www.mycia.it/menu/milano/abbottega-kOu9YgP8F,https://www.mycia.it/menu/milano/abbottega-kOu9YgP8F,"Via Lodovico Muratori, 11, Milano, MI, Italia",Milano,45.4520577,9.2052874,Ristorante,€€,,Lunedì Chiuso | Martedì 12:00 - 15:00 / 18:00 - 00:00 | Mercoledì 12:00 - 15:00 / 18:00 - 00:00 | Giovedì 12:00 - 15:00 / 18:00 - 00:00 | Venerdì 12:00 - 15:00 / 18:00 - 00:00 | Sabato 12:00 - 15:00 / 18:00 - 00:00 | Domenica 12:00 - 15:00 / 18:00 - 00:00,filtered_out,mycia,2026-05-30T17:19:20.302942+00:00
xmMsjEsnF,Abbracci Bistrot,https://www.mycia.it/menu/milano/abbracci-bistrot-xmMsjEsnF,https://www.mycia.it/menu/milano/abbracci-bistrot-xmMsjEsnF,"Via Casale, 7, 20144 Milano, MI, Italia",Milano,45.451474,9.170964,"Bar, Bistrot, Ristorante",€€,,Lunedì 11:00 - 23:30 | Martedì 11:00 - 23:30 | Mercoledì 11:00 - 23:30 | Giovedì 11:00 - 23:30 | Venerdì 11:00 - 23:30 | Sabato 11:00 - 23:30 | Domenica 11:00 - 23:30,ok_no_menu,mycia,2026-05-30T17:19:21.850358+00:00
d7b613f4e,Acanto,https://www.mycia.it/menu/milano/acanto-d7b613f4e,https://www.mycia.it/menu/milano/acanto-d7b613f4e,"Piazza della Repubblica, 17, 20124 Milano, MI, Italia",Milano,45.4797938,9.1962753,Ristorante,€€€€,,Lunedì 12:30 - 14:30 / 19:30 - 22:30 | Martedì 12:30 - 14:30 / 19:30 - 22:30 | Mercoledì 12:30 - 14:30 / 19:30 - 22:30 | Giovedì 12:30 - 14:30 / 19:30 - 22:30 | Venerdì 12:30 - 14:30 / 19:30 - 22:30 | Sabato 12:30 - 14:30 / 19:30 - 22:30 | Domenica 12:30 - 14:30 / 19:30 - 22:30,filtered_out,mycia,2026-05-30T17:19:23.395690+00:00
OmzYJ4rjI,Acquacheta,https://www.mycia.it/menu/milano/acquacheta-OmzYJ4rjI,https://www.mycia.it/menu/milano/acquacheta-OmzYJ4rjI,"Via Erodoto, 2, 20126 Milano MI, Italy",Milano,45.5090037,9.2228169,,€€,,,no_category,mycia,2026-05-30T17:19:24.932704+00:00
P6K49t3GM,Acquasala - trattoria pugliese,https://www.mycia.it/menu/milano/acquasala-trattoria-pugliese-P6K49t3GM,https://www.mycia.it/menu/milano/acquasala-trattoria-pugliese-P6K49t3GM,"Ripa di Porta Ticinese, 71, Milano, MI, Italia",Milano,45.450298,9.169067,Ristorante,,,Lunedì Chiuso | Martedì 12:30 - 14:30 / 19:30 - 00:00 | Mercoledì 12:30 - 14:30 / 19:30 - 00:00 | Giovedì 12:30 - 14:30 / 19:30 - 00:00 | Venerdì 12:30 - 14:30 / 19:30 - 00:00 | Sabato 12:30 - 14:30 / 19:30 - 00:00 | Domenica 12:30 - 14:30 / 19:30 - 00:00,filtered_out,mycia,2026-05-30T17:19:26.479377+00:00
o5iEV3MJD,Adulis Restaurant,https://www.mycia.it/menu/milano/adulis-restaurant-o5iEV3MJD,https://www.mycia.it/menu/milano/adulis-restaurant-o5iEV3MJD,"Via Melzo, 24, 20129 Milano, MI, Italia",Milano,45.4744523,9.2088605,Ristorante,€€,,Lunedì Chiuso | Martedì 11:00 - 15:00 / 18:00 - 02:00 | Mercoledì 11:00 - 15:00 / 18:00 - 02:00 | Giovedì 11:00 - 15:00 / 18:00 - 02:00 | Venerdì 11:00 - 15:00 / 18:00 - 02:00 | Sabato 11:00 - 15:00 / 18:00 - 02:00 | Domenica 11:00 - 15:00 / 18:00 - 02:00,filtered_out,mycia,2026-05-30T17:19:28.018806+00:00
qVF5WEvbN,Affuoco Vino Birra e Ciccia,https://www.mycia.it/menu/milano/affuoco-vino-birra-e-ciccia-qVF5WEvbN,https://www.mycia.it/menu/milano/affuoco-vino-birra-e-ciccia-qVF5WEvbN,"Corso Sempione, Milano MI, Italia",Milano,45.4818129,9.1642779,Tavola Calda,€€,,Lunedì 07:00 - 19:00 | Martedì 07:00 - 19:00 | Mercoledì 07:00 - 19:00 | Giovedì 07:00 - 19:00 | Venerdì 07:00 - 23:30 | Sabato 11:00 - 00:30 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:19:28.025120+00:00
e2beh9aIK,Africa,https://www.mycia.it/menu/milano/africa-e2beh9aIK,https://www.mycia.it/menu/milano/africa-e2beh9aIK,"Via Lazzaro Palazzi, 9, 20124 Milano, Milano MI, Italia",Milano,45.4766271,9.2047564,Ristorante,€€,,Lunedì 10:00 - 00:00 | Martedì 10:00 - 00:00 | Mercoledì 10:00 - 00:00 | Giovedì 10:00 - 00:00 | Venerdì 10:00 - 00:00 | Sabato 10:00 - 00:00 | Domenica 10:00 - 00:00,filtered_out,mycia,2026-05-30T17:19:29.565751+00:00
5vb7YsraC,Agua Sancta,https://www.mycia.it/menu/milano/agua-sancta-5vb7YsraC,https://www.mycia.it/menu/milano/agua-sancta-5vb7YsraC,"Corso Garibaldi, 110, Milan, Metropolitan City of Milan, Italy",Milano,45.4792375,9.1859923,Cocktail Bar,€€,,Lunedì 11:00 - 02:00 | Martedì 11:00 - 02:00 | Mercoledì 11:00 - 02:00 | Giovedì 11:00 - 02:00 | Venerdì 11:00 - 02:00 | Sabato 11:00 - 02:00 | Domenica 11:00 - 02:00,ok_with_menu,mycia,2026-05-30T17:19:31.107280+00:00
rXu0w7a1t,AI Balestrari sul Naviglio Pavese,https://www.mycia.it/menu/milano/ai-balestrari-sul-naviglio-pavese-rXu0w7a1t,https://www.mycia.it/menu/milano/ai-balestrari-sul-naviglio-pavese-rXu0w7a1t,"Via Ascanio Sforza, 13, Milano, MI, Italia",Milano,45.450374,9.1782245,Ristorante Pizzeria,€€€,,Lunedì 12:30 - 15:30 / 19:30 - 00:00 | Martedì 12:30 - 15:30 / 19:30 - 00:00 | Mercoledì 12:30 - 15:30 / 19:30 - 00:00 | Giovedì 12:30 - 15:30 / 19:30 - 00:00 | Venerdì 12:30 - 15:30 / 19:30 - 00:00 | Sabato 12:30 - 15:30 / 19:30 - 00:00 | Domenica 12:30 - 15:30 / 19:30 - 00:00,filtered_out,mycia,2026-05-30T17:19:32.655255+00:00
tCpbRT06K,Ai Due Orsi,https://www.mycia.it/menu/milano/ai-due-orsi-tCpbRT06K,https://www.mycia.it/menu/milano/ai-due-orsi-tCpbRT06K,"Via Privata Fidenza, 1, 20138 Milano MI, Italy",Milano,45.4276963,9.2496215,,€€,,,no_category,mycia,2026-05-30T17:19:34.189442+00:00
iYdyn8zHD,Al Cantinone,https://www.mycia.it/menu/milano/al-cantinone-iYdyn8zHD,https://www.mycia.it/menu/milano/al-cantinone-iYdyn8zHD,"Via Agnello, 19, Milano, MI, Italia",Milano,45.465948,9.1916492,"Osteria, Ristorante",€€€,,Lunedì 12:00 - 15:00 / 19:00 - 22:30 | Martedì 12:00 - 15:00 / 19:00 - 22:30 | Mercoledì 12:00 - 15:00 / 19:00 - 22:30 | Giovedì 12:00 - 15:00 / 19:00 - 22:30 | Venerdì 12:00 - 15:00 / 19:00 - 22:30 | Sabato 12:00 - 15:00 / 19:00 - 22:30 | Domenica 12:00 - 15:00 / 19:00 - 22:30,filtered_out,mycia,2026-05-30T17:19:35.737654+00:00
7noDtURty,Al Coccio,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,45.4520357,9.1776055,"Bar, Pub, Ristopub",€€,,Lunedì 12:00 - 16:00 / 20:00 - 02:00 | Martedì 12:00 - 16:00 / 20:00 - 02:00 | Mercoledì 12:00 - 16:00 / 20:00 - 02:00 | Giovedì 12:00 - 16:00 / 20:00 - 02:00 | Venerdì 12:00 - 16:00 / 20:00 - 02:00 | Sabato 13:00 - 02:00 | Domenica 13:00 - 02:00,ok_with_menu,mycia,2026-05-30T17:19:37.284196+00:00
ChJyKUwu4,Al Cuoco di Bordo,https://www.mycia.it/menu/milano/al-cuoco-di-bordo-ChJyKUwu4,https://www.mycia.it/menu/milano/al-cuoco-di-bordo-ChJyKUwu4,"Via Savona, 10, Milano, MI, Italia",Milano,45.455638,9.168609,Ristorante,€€€,,Lunedì Chiuso | Martedì 13:30 - 14:30 / 19:30 - 22:30 | Mercoledì 12:30 - 14:30 / 19:30 - 22:30 | Giovedì 12:30 - 14:30 / 19:30 - 22:30 | Venerdì 12:30 - 14:30 / 19:30 - 22:30 | Sabato 12:30 - 14:30 / 19:30 - 22:30 | Domenica 12:30 - 14:30 / 19:30 - 22:30,filtered_out,mycia,2026-05-30T17:19:38.832022+00:00
uQlQLBgOT,Al Meazza Ristorante Pizzeria,https://www.mycia.it/menu/milano/al-meazza-ristorante-pizzeria-uQlQLBgOT,https://www.mycia.it/menu/milano/al-meazza-ristorante-pizzeria-uQlQLBgOT,"via Capecelatro 91 angolo piazza Axum, 20148 Milano MI, Italy",Milano,45.4750918,9.1241869,,€€,,,no_category,mycia,2026-05-30T17:19:40.369297+00:00
QA9AFxUTS,Al mercante,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,45.4638104,9.1864588,"Cafè, Cocktail Bar, Ristorante",€€,,Lunedì 12:00 - 15:00 / 19:00 - 23:00 | Martedì 12:00 - 15:00 / 19:00 - 23:00 | Mercoledì 12:00 - 15:00 / 19:00 - 23:00 | Giovedì 12:00 - 15:00 / 19:00 - 23:00 | Venerdì 12:00 - 15:00 / 19:00 - 23:00 | Sabato 12:00 - 15:00 / 19:00 - 23:00 | Domenica 12:00 - 15:00 / 19:00 - 23:00,ok_with_menu,mycia,2026-05-30T17:19:41.913837+00:00
31VKhxn5Y,Al panino 900,https://www.mycia.it/menu/milano/al-panino-900-31VKhxn5Y,https://www.mycia.it/menu/milano/al-panino-900-31VKhxn5Y,"Via Savona, 2, Milano, Italia",Milano,45.4561967,9.1697913,"Paninoteca, Piadineria",€,,Lunedì 08:00 - 02:00 | Martedì 08:00 - 02:00 | Mercoledì 08:00 - 02:00 | Giovedì 08:00 - 02:00 | Venerdì 08:00 - 02:00 | Sabato 10:00 - 03:00 | Domenica 16:00 - 00:00,filtered_out,mycia,2026-05-30T17:19:43.469848+00:00
IsHzFRSYb,Al Pulentin,https://www.mycia.it/menu/milano/al-pulentin-IsHzFRSYb,https://www.mycia.it/menu/milano/al-pulentin-IsHzFRSYb,"Via Francesco de Sanctis, 1, 20141 Milano, Milano MI, Italia",Milano,45.4362878,9.1751456,Ristorante,€€,,Lunedì 12:00 - 15:00 / 19:00 - 00:00 | Martedì 12:00 - 15:00 / 19:00 - 00:00 | Mercoledì 12:00 - 15:00 / 19:00 - 00:00 | Giovedì 12:00 - 15:00 / 19:00 - 00:00 | Venerdì 12:00 - 15:00 / 19:00 - 00:00 | Sabato 19:00 - 00:00 | Domenica 12:00 - 15:00,filtered_out,mycia,2026-05-30T17:19:45.013559+00:00
209ad13a5,All'Origine,https://www.mycia.it/menu/milano/all-origine-209ad13a5,https://www.mycia.it/menu/milano/all-origine-209ad13a5,"Via Alfonso Lamarmora, 36, 20122 Milano MI, Italia",Milano,45.4569757,9.2024435,Ristorante,€€€,,Lunedì 12:00 - 15:30 / 19:00 - 23:00 | Martedì 12:00 - 15:30 / 19:00 - 23:00 | Mercoledì 12:00 - 15:30 / 19:00 - 23:00 | Giovedì 12:00 - 15:30 / 19:00 - 23:00 | Venerdì 12:00 - 15:30 / 19:00 - 23:00 | Sabato 19:00 - 23:00 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:19:46.551192+00:00
NIsvvon9d,Alla Collina Pistoiese,https://www.mycia.it/menu/milano/alla-collina-pistoiese-NIsvvon9d,https://www.mycia.it/menu/milano/alla-collina-pistoiese-NIsvvon9d,"Via Amedei, 1, Milano, MI, Italia",Milano,45.4605191,9.1864421,Ristorante,€€€,,Lunedì 12:30 - 14:30 / 19:30 - 22:30 | Martedì 12:30 - 14:30 / 19:30 - 22:30 | Mercoledì 12:30 - 14:30 / 19:30 - 22:30 | Giovedì 12:30 - 14:30 / 19:30 - 22:30 | Venerdì 12:30 - 22:30 / 19:30 - 22:30 | Sabato 19:30 - 22:30 | Domenica 12:30 - 14:30 / 19:30 - 22:30,filtered_out,mycia,2026-05-30T17:19:48.094150+00:00
goAJnA6fl,Amico Bar,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,45.4815245,9.1768584,"Bar, Tavola Calda",€,,Lunedì 06:30 - 20:30 | Martedì 06:30 - 20:30 | Mercoledì 06:30 - 20:30 | Giovedì 06:30 - 20:30 | Venerdì 06:30 - 20:30 | Sabato 06:30 - 20:30 | Domenica 07:00 - 20:30,ok_with_menu,mycia,2026-05-30T17:19:49.636200+00:00
uDSsqgqpU,Anche,https://www.mycia.it/menu/milano/anche-uDSsqgqpU,https://www.mycia.it/menu/milano/anche-uDSsqgqpU,"Via Carmagnola, 5, Milano, MI, Italia",Milano,45.486684,9.186746,Ristorante,€€,,Lunedì 07:30 - 01:30 | Martedì 07:30 - 01:30 | Mercoledì 07:30 - 01:30 | Giovedì 07:30 - 01:30 | Venerdì 07:30 - 02:00 | Sabato 08:00 - 02:00 | Domenica 08:30 - 01:30,filtered_out,mycia,2026-05-30T17:19:51.178866+00:00
nPfm1rQ2O,Andrea Aprea Ristorante,https://www.mycia.it/menu/milano/andrea-aprea-ristorante-nPfm1rQ2O,https://www.mycia.it/menu/milano/andrea-aprea-ristorante-nPfm1rQ2O,"Corso Venezia, 52, 20122 Milano, MI, Italia",Milano,45.4733505,9.2043065,"Bistrot, Cafè, Ristorante",€€€€,,Lunedì Chiuso | Martedì 19:30 - 22:00 | Mercoledì 19:30 - 22:00 | Giovedì 19:30 - 22:00 | Venerdì 19:30 - 22:00 | Sabato 19:30 - 22:00 | Domenica 19:30 - 22:00,filtered_out,mycia,2026-05-30T17:19:52.715383+00:00
4c1d77794,AngoloMilano,https://www.mycia.it/menu/milano/angolomilano-4c1d77794,https://www.mycia.it/menu/milano/angolomilano-4c1d77794,"Via Gian Antonio Boltraffio, 18, 20159 Milano MI, Italia",Milano,45.4917967,9.1879961,Ristorante,€€,,Lunedì Chiuso | Martedì 12:00 - 15:00 / 19:00 - 00:00 | Mercoledì 12:00 - 15:00 / 19:00 - 00:00 | Giovedì 12:00 - 15:00 / 19:00 - 00:00 | Venerdì 12:00 - 15:00 / 19:00 - 00:00 | Sabato 12:00 - 15:00 / 19:00 - 00:00 | Domenica 12:00 - 15:00 / 19:00 - 00:00,filtered_out,mycia,2026-05-30T17:19:54.253051+00:00
O6gZAeJW0,Antica Pizzeria da Giulio,https://www.mycia.it/menu/milano/antica-pizzeria-da-giulio-O6gZAeJW0,https://www.mycia.it/menu/milano/antica-pizzeria-da-giulio-O6gZAeJW0,"Corso San Gottardo, 38, 20136 Milano, Italia",Milano,45.4483295,9.1795333,Ristorante Pizzeria,€,,Lunedì Chiuso | Martedì 12:00 - 15:00 / 19:00 - 00:00 | Mercoledì 12:00 - 15:00 / 19:00 - 00:00 | Giovedì 12:00 - 15:00 / 19:00 - 00:00 | Venerdì 12:00 - 15:00 / 19:00 - 00:00 | Sabato 12:00 - 15:00 / 19:00 - 00:00 | Domenica 12:00 - 15:00 / 19:00 - 00:00,filtered_out,mycia,2026-05-30T17:19:55.803689+00:00
aD0pi7mES,Antico Ristorante,https://www.mycia.it/menu/milano/antico-ristorante-aD0pi7mES,https://www.mycia.it/menu/milano/antico-ristorante-aD0pi7mES,"Via Piemonte, 17, 20015 Milano, Parabiago MI, Italia",Milano,45.549968,8.92941,Ristorante,€€,,Lunedì Chiuso | Martedì 12:00 - 14:00 / 19:00 - 22:00 | Mercoledì 12:00 - 14:00 / 19:00 - 22:00 | Giovedì 12:00 - 14:00 / 19:00 - 22:00 | Venerdì 12:00 - 14:00 / 19:00 - 22:00 | Sabato 12:00 - 14:00 / 19:00 - 22:00 | Domenica 12:00 - 14:00 / 19:00 - 22:00,filtered_out,mycia,2026-05-30T17:19:57.351191+00:00
a18b7b009,Antico Ristorante Boeucc,https://www.mycia.it/menu/milano/antico-ristorante-boeucc-a18b7b009,https://www.mycia.it/menu/milano/antico-ristorante-boeucc-a18b7b009,"Piazza Belgioioso, 2, 20121 Milano, MI, Italia",Milano,45.4675919,9.1925523,Ristorante,€€€€,,Lunedì 12:30 - 14:30 / 19:30 - 22:30 | Martedì 12:30 - 14:30 / 19:30 - 22:30 | Mercoledì 12:30 - 14:30 / 19:30 - 22:30 | Giovedì 12:30 - 14:30 / 19:30 - 22:30 | Venerdì 12:30 - 14:30 / 19:30 - 22:30 | Sabato 19:30 - 22:30 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:19:58.890206+00:00
5bcBqmsOe,Antonino Il Banco di Cannavacciuolo,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,45.4866993,9.1962354,"Bar, Tavola Calda",€€,,Lunedì 08:00 - 22:00 | Martedì 08:00 - 22:00 | Mercoledì 08:00 - 22:00 | Giovedì 08:00 - 22:00 | Venerdì 08:00 - 22:00 | Sabato 08:00 - 22:00 | Domenica 08:00 - 22:00,ok_with_menu,mycia,2026-05-30T17:20:00.432318+00:00
T8qsS1q0q,Apollo Milano,https://www.mycia.it/menu/milano/apollo-milano-T8qsS1q0q,https://www.mycia.it/menu/milano/apollo-milano-T8qsS1q0q,"Via Giosuè Borsi, 9/2, Milano, MI, Italia",Milano,45.4472181,9.1734789,PREMIUM COCKTAIL BAR,€€,,Lunedì 19:30 - 00:00 | Martedì Chiuso | Mercoledì 19:30 - 02:00 | Giovedì 19:30 - 02:00 | Venerdì 21:00 - 03:30 | Sabato 21:00 - 03:30 | Domenica Chiuso,ok_with_menu,mycia,2026-05-30T17:20:01.987096+00:00
fWnjh6M0C,arena bistrot,https://www.mycia.it/menu/milano/arena-bistrot-fWnjh6M0C,https://www.mycia.it/menu/milano/arena-bistrot-fWnjh6M0C,"Piazza Lega Lombarda, 1, 20154 Milano MI, Italia",Milano,45.4777784,9.1796941,Bistrot,€€€,,Lunedì 12:00 - 14:30 / 18:00 - 02:00 | Martedì 12:00 - 14:30 / 18:00 - 02:00 | Mercoledì 12:00 - 14:30 / 18:00 - 02:00 | Giovedì 12:00 - 14:30 / 18:00 - 02:00 | Venerdì 12:00 - 14:30 / 18:00 - 02:00 | Sabato 12:00 - 14:30 / 18:00 - 02:00 | Domenica Chiuso,filtered_out,mycia,2026-05-30T17:20:03.536172+00:00
nQUvCsXOw,Arepa'z,https://www.mycia.it/menu/milano/arepa-z-nQUvCsXOw,https://www.mycia.it/menu/milano/arepa-z-nQUvCsXOw,"Viale Cassala, 9 (Ang. Via Luigi Sala, 18) 20143, Milano",Milano,45.4471743,9.1589435,Ristorante,€,,Lunedì Chiuso | Martedì 12:00 - 15:00 / 19:00 - 01:00 | Mercoledì 12:00 - 15:00 / 19:00 - 01:00 | Giovedì 12:00 - 15:00 / 19:00 - 01:00 | Venerdì 12:00 - 15:00 / 19:00 - 01:00 | Sabato 12:00 - 15:00 / 19:00 - 01:00 | Domenica 12:30 - 22:00,filtered_out,mycia,2026-05-30T17:20:05.076950+00:00
