source_platform,source_venue_id,venue_name,venue_url,menu_section,item_name,item_description,raw_price,normalized_price_eur,currency,price_type,item_type,normalized_product,confidence,allergens,retrieved_at,source_url,season,validity_start,validity_end,vertical
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,PRIMA FILA,Lettino prima fila – giornaliero bassa stagione,Lettino singolo prima fila giugno,"€7,00",7.0,EUR,per_day,beach_service,beach_sunbed,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,PRIMA FILA,Lettino prima fila – giornaliero alta stagione,Lettino singolo prima fila agosto,"€9,00",9.0,EUR,per_day,beach_service,beach_sunbed,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,STANDARD,Ombrellone+2lettini standard – giornaliero bassa stagione,Set 2a+ fila bassa stagione,"€25,00",25.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,STANDARD,Ombrellone+2lettini standard – giornaliero alta stagione,Set 2a+ fila alta stagione,"€35,00",35.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,VIP,Gazebo VIP – giornaliero bassa stagione,Gazebo 3x3m + 4 lettini bassa stagione,"€50,00",50.0,EUR,per_day,beach_service,beach_umbrella_premium,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,VIP,Gazebo VIP – giornaliero alta stagione,Gazebo alta stagione,"€80,00",80.0,EUR,per_day,beach_service,beach_umbrella_premium,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,ABBONAMENTI,Abbonamento mensile prima fila giugno,2 lettini + ombrellone prima fila,"€1.050,00",1050.0,EUR,per_month,beach_service,beach_subscription_month,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,ABBONAMENTI,Abbonamento mensile prima fila luglio,2 lettini + ombrellone prima fila,"€1.140,00",1140.0,EUR,per_month,beach_service,beach_subscription_month,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,ABBONAMENTI,Abbonamento mensile prima fila agosto,2 lettini + ombrellone prima fila,"€1.255,00",1255.0,EUR,per_month,beach_service,beach_subscription_month,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,apulian_beach_club,Apulian Beach Club,https://apulianbeachclub.it/listino-prezzi/,ABBONAMENTI,Stagionale zona rossa,Abbonamento stagionale zona premium,"€2.300,00",2300.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://apulianbeachclub.it/listino-prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,SPIAGGIA,Ombrellone+2sdraio zona mare – giornaliero,Zona cemento vicino al mare,"€25,00",25.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,SPIAGGIA,Ombrellone+2sdraio zona grande – giornaliero,Grande spiaggia sabbiosa,"€20,00",20.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,SPIAGGIA,Ombrellone+2sdraio settimanale,"Zona cemento, 7 giorni","€150,00",150.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,ABBONAMENTI,Stagionale zona mare,Ombrellone+2sdraio stagione completa zona mare,"€930,00",930.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,CABINE,Cabina 6 persone – giornaliero,Cabina grande privata,"€60,00",60.0,EUR,one_off,beach_service,beach_cabin_day,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,CABINE,Cabina 6 persone – stagionale,Cabina grande stagionale,"€2.160,00",2160.0,EUR,per_season,beach_service,beach_cabin_season,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,INGRESSO,Ingresso standard – giornaliero,Ingresso adulto,"€7,00",7.0,EUR,per_day,beach_service,beach_entry_fee,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagni_fiume_livorno,Bagni Fiume,https://www.bagnifiume.com/web/tariffe/,ARREDI,Sedia giornaliero,Sedia singola,"€3,00",3.0,EUR,per_day,beach_service,beach_chair,high,,2026-06-01T14:30:00Z,https://www.bagnifiume.com/web/tariffe/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,PRIMA FILA,Ombrellone+2lettini prima fila – giornaliero,Prima fila,"€24,00",24.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,STANDARD,Ombrellone+2lettini seconda-terza fila – giornaliero,Standard rows 2-3,"€22,00",22.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,STANDARD,Ombrellone+2lettini quarta fila+ – giornaliero,Quarta fila e oltre,"€21,00",21.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,STANDARD,Mezza giornata (dal pomeriggio),Dalle 14:00,"€15,00",15.0,EUR,per_half_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,VIP,Gazebo+2maxi lettini – giornaliero,Gazebo premium,"€35,00",35.0,EUR,per_day,beach_service,beach_umbrella_premium,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,ABBONAMENTI,Stagionale prima fila,Stagione completa prima fila,"€1.300,00",1300.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,ABBONAMENTI,Abbonamento settimanale,7 giorni consecutivi,"€140,00",140.0,EUR,per_week,beach_service,beach_subscription_week,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,marefelice_eraclea,Marefelice,https://www.marefelice.it/listino/,ABBONAMENTI,Abbonamento mensile,30 giorni,"€500,00",500.0,EUR,per_month,beach_service,beach_subscription_month,high,,2026-06-01T14:30:00Z,https://www.marefelice.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,OMBRELLONI,Ombrellone+2lettini – giornaliero,Giornaliero stagione estiva,"€20,00 - €25,00",22.5,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,OMBRELLONI,Ombrellone+2lettini – mezza giornata,Dal pomeriggio,"€15,00 - €20,00",17.5,EUR,per_half_day,beach_service,beach_set_2lettini_ombrellone,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,ABBONAMENTI,Abbonamento quindicinale,15 giorni,"€170,00 - €300,00",235.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,ABBONAMENTI,Abbonamento mensile,30 giorni,"€300,00 - €530,00",415.0,EUR,per_month,beach_service,beach_subscription_month,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,ABBONAMENTI,Abbonamento stagionale,Stagione completa,"€950,00 - €1.150,00",1050.0,EUR,per_season,beach_service,beach_subscription_season,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,CABINE,Cabina standard + ombrellone+2lettini – giornaliero,Cabina 7 persone,"€30,00 - €35,00",32.5,EUR,per_day,beach_service,beach_cabin_day,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,CABINE,Cabina stagionale,Stagione completa,"€1.550,00 - €1.850,00",1700.0,EUR,per_season,beach_service,beach_cabin_season,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,ARREDI,Lettino singolo – giornaliero,Lettino con servizio,"€10,00 - €13,00",11.5,EUR,per_day,beach_service,beach_sunbed,medium,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_laura_tirrenia,Bagno Laura,https://bagnolaura.net/prezzi/,ARREDI,Sedia regista – giornaliero,Sedia da direttore,"€7,00",7.0,EUR,per_day,beach_service,beach_chair,high,,2026-06-01T14:30:00Z,https://bagnolaura.net/prezzi/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,OMBRELLONI,Ombrellone+2lettini+sdraio bassa stagione – giornaliero,Giugno 1-14 / Sett 14-30,"€60,00",60.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,OMBRELLONI,Ombrellone+2lettini+sdraio alta stagione – giornaliero,Luglio-Agosto,"€70,00",70.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,OMBRELLONI,Ombrellone+2lettini+sdraio stagionale,Stagione completa,"€3.400,00",3400.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,TENDE,Tenda 5 posti bassa stagione – giornaliero,Tenda grande (2 lettini + 2 sdraio + sedia),"€100,00",100.0,EUR,per_day,beach_service,beach_umbrella_premium,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,TENDE,Tenda 5 posti alta stagione – giornaliero,Tenda grande alta stagione,"€120,00",120.0,EUR,per_day,beach_service,beach_umbrella_premium,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_milano_fortedeimarmi,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,TENDE,Tenda 5 posti stagionale,Stagione completa,"€4.600,00",4600.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.bagnomilano.org/it/tariffe.asp,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,POSTAZIONI,Postazione prima fila – giornaliero,1 ombrellone+2lettini prima fila,"€30,00",30.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,POSTAZIONI,Postazione prima fila – settimanale,"Prima fila, 7 giorni","€160,00",160.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,POSTAZIONI,Postazione standard – giornaliero,Ombrellone+2lettini file centrali,"€20,00",20.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,POSTAZIONI,Postazione stagionale fila 1,Stagione completa prima fila,"€2.200,00",2200.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,POSTAZIONI,Postazione stagionale standard,Stagione completa file interne,"€900,00",900.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,manzoni_jesolo,Stabilimento Balneare Manzoni,https://www.stabilimentobalnearemanzoni.it/listino/,PARCHEGGIO,Parcheggio – giornaliero,Parcheggio con prenotazione online,"€5,00",5.0,EUR,one_off,beach_service,beach_parking,high,,2026-06-01T14:30:00Z,https://www.stabilimentobalnearemanzoni.it/listino/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,GIORNALIERO,Ombrellone – giornaliero feriale,Feriale,"€25,00",25.0,EUR,per_day_weekday,beach_service,beach_umbrella_standard,high,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,GIORNALIERO,Ombrellone – giornaliero weekend,Weekend / festivi,"€30,00",30.0,EUR,per_day_weekend,beach_service,beach_umbrella_standard,high,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,SETTIMANALE,Ombrellone – settimanale,7 giorni,"€140,00",140.0,EUR,per_week,beach_service,beach_umbrella_standard,high,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,ABBONAMENTI,Ombrellone + corredo – mensile luglio-agosto,Mensile alta stagione (cabina + ombrellone + corredo),"€850,00",850.0,EUR,per_month,beach_service,beach_subscription_month,high,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,ABBONAMENTI,Ombrellone + corredo – stagionale,Stagione completa,"€2.300,00",2300.0,EUR,per_season,beach_service,beach_subscription_season,high,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,bagno_ninetta_camaiore,Bagno Ninetta,https://www.bagnoninetta.it/la-stagione/,SERVIZI,Supplemento prima fila – stagionale,"Prima fila, sovrapprezzo","€100,00",100.0,EUR,per_season,beach_service,beach_umbrella_first_row,medium,,2026-06-01T14:30:00Z,https://www.bagnoninetta.it/la-stagione/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,spiaggia54_riccione,Bagni Nino e Nando - Spiaggia 54,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,BATTIGIA,Ombrellone+2lettini battigia – giornaliero media stagione,Prima fila vicino acqua media stagione,"€35,00",35.0,EUR,per_day,beach_service,beach_umbrella_first_row,high,,2026-06-01T14:30:00Z,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,spiaggia54_riccione,Bagni Nino e Nando - Spiaggia 54,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,BATTIGIA,Ombrellone+2lettini battigia – giornaliero alta stagione,Prima fila vicino acqua agosto,"€43,00",43.0,EUR,per_day,beach_service,beach_umbrella_first_row,high,,2026-06-01T14:30:00Z,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,spiaggia54_riccione,Bagni Nino e Nando - Spiaggia 54,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,PRIMA FILA,Tenda+2lettini prima fila – giornaliero media stagione,Tenda prima fila media stagione,"€30,00",30.0,EUR,per_day,beach_service,beach_umbrella_first_row,high,,2026-06-01T14:30:00Z,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,spiaggia54_riccione,Bagni Nino e Nando - Spiaggia 54,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,PRIMA FILA,Tenda+2lettini prima fila – giornaliero alta stagione,Tenda prima fila agosto,"€38,00",38.0,EUR,per_day,beach_service,beach_umbrella_first_row,high,,2026-06-01T14:30:00Z,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,summer_2026,2026-05-01,2026-09-30,beach
direct_website,spiaggia54_riccione,Bagni Nino e Nando - Spiaggia 54,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,STANDARD,Ombrellone+2lettini – giornaliero media stagione,Standard rows 2-4,"€26,00",26.0,EUR,per_day,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T14:30:00Z,https://spiaggia54riccione.it/prezzi-spiaggia-e-tariffe-ombrellone/,summer_2026,2026-05-01,2026-09-30,beach
