source_platform,source_venue_id,venue_name,venue_url,address,city,province,region,postal_code,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,google_maps_url,instagram,facebook,booking_provider,vertical
osm,node/262650779,Ristorante Lido Paina,https://www.openstreetmap.org/node/262650779,"Località Paina, Malcesine",Malcesine,,,37018,45.7691288,10.8108292,restaurant,,,,+39 045 7400587,http://www.lidopaina.it,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.7691288,10.8108292",,,,beach
osm,node/263706375,Lido di Camaiore,https://www.openstreetmap.org/node/263706375,,,,,,43.8933095,10.2286954,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.8933095,10.2286954",,,,beach
osm,node/264046791,Camaiore Lido-Capezzano,https://www.openstreetmap.org/node/264046791,,,,,,43.9117982,10.2476921,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.9117982,10.2476921",,,,beach
osm,node/269026866,Settebagni,https://www.openstreetmap.org/node/269026866,,,,,,42.0163175,12.5298511,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.0163175,12.5298511",,,,beach
osm,node/270509644,Bad Gfrill - Bagni di Caprile,https://www.openstreetmap.org/node/270509644,,,,,,46.5383849,11.127458,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.5383849,11.127458",,,,beach
osm,node/270539373,Lido Adriano,https://www.openstreetmap.org/node/270539373,,,,,,44.4122541,12.3085978,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.4122541,12.3085978",,,,beach
osm,node/270673832,Punta Lido Caffè,https://www.openstreetmap.org/node/270673832,,,,,,45.8824817,10.8457672,cafe,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.8824817,10.8457672",,,,beach
osm,node/272047388,Lido del Sole,https://www.openstreetmap.org/node/272047388,,,,,,45.6331606,13.029388,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.6331606,13.029388",,,,beach
osm,node/274678858,Lido di Spina,https://www.openstreetmap.org/node/274678858,,,,,44029,44.6507249,12.2476762,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.6507249,12.2476762",,,,beach
osm,node/274678861,Lido degli Estensi,https://www.openstreetmap.org/node/274678861,Lido degli Estensi,Lido degli Estensi,,,44029,44.6692798,12.2433254,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.6692798,12.2433254",,,,beach
osm,node/276923561,New Lido - Ristorante Pinseria,https://www.openstreetmap.org/node/276923561,,,,,,46.1339585,11.2571178,restaurant,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.1339585,11.2571178",,,,beach
osm,node/278565818,Lido Di Classe / Lido Di Savio,https://www.openstreetmap.org/node/278565818,,,,,,44.3146313,12.2928091,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.3146313,12.2928091",,,,beach
osm,node/280937168,Lido,https://www.openstreetmap.org/node/280937168,"Viale della Libertà 11, Angera",Angera,,,21021,45.7777804,8.5648041,hotel,,,,+39 0331 930232,https://www.hotellido.it/,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.7777804,8.5648041",,,,beach
osm,node/282644094,Il Lido,https://www.openstreetmap.org/node/282644094,Bibione Pineda,Bibione Pineda,,,30028,45.630496,13.0014749,restaurant,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.630496,13.0014749",,,,beach
osm,node/291910335,Bagnoletto,https://www.openstreetmap.org/node/291910335,,,,,,41.7800034,12.3247897,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.7800034,12.3247897",,,,beach
osm,node/292068640,al Bagno di Nerone,https://www.openstreetmap.org/node/292068640,"Largo del Parlascio 26, Pisa",Pisa,,,56127,43.7219087,10.4019017,restaurant,,,,+39 050 551085,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.7219087,10.4019017",,,,beach
osm,node/296381210,San Piero in Bagno,https://www.openstreetmap.org/node/296381210,,,,,,43.8714429,11.9823839,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.8714429,11.9823839",,,,beach
osm,node/297308354,Bagnore,https://www.openstreetmap.org/node/297308354,,,,,,42.8471532,11.5670871,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.8471532,11.5670871",,,,beach
osm,node/297651306,Punta dei Bagni,https://www.openstreetmap.org/node/297651306,,,,,,42.5941927,10.0935709,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5941927,10.0935709",,,,beach
osm,node/298122031,Bagnolo,https://www.openstreetmap.org/node/298122031,,,,,,44.2417979,12.0945085,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.2417979,12.0945085",,,,beach
osm,node/298483131,Settebagni,https://www.openstreetmap.org/node/298483131,,,,,,41.9874496,12.5169568,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.9874496,12.5169568",,,,beach
osm,node/300702058,San Piero in Bagno,https://www.openstreetmap.org/node/300702058,,,,,,43.8576286,11.9769068,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.8576286,11.9769068",,,,beach
osm,node/302351404,Bagno Tirrenia,https://www.openstreetmap.org/node/302351404,,,,,,43.6301107,10.2888644,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.6301107,10.2888644",,,,beach
osm,node/304978293,Hotel Italia e Lido,https://www.openstreetmap.org/node/304978293,,,,,,44.3482508,9.2343693,hotel,,,,+39 0185 50492,http://www.italiaelido.com/,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.3482508,9.2343693",,,,beach
osm,node/313341972,Bagno Vignoni,https://www.openstreetmap.org/node/313341972,,,,,,43.0281234,11.6186793,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.0281234,11.6186793",,,,beach
osm,node/315519326,Bagnile,https://www.openstreetmap.org/node/315519326,,,,,,44.2223108,12.2659668,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.2223108,12.2659668",,,,beach
osm,node/315519333,Sant'Andrea in Bagnolo,https://www.openstreetmap.org/node/315519333,,,,,,44.2093296,12.2172129,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.2093296,12.2172129",,,,beach
osm,node/317003746,Bagni,https://www.openstreetmap.org/node/317003746,,,,,,42.7845076,12.111374,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.7845076,12.111374",,,,beach
osm,node/317573397,Vo' di Bagno,https://www.openstreetmap.org/node/317573397,,,,,,44.9857578,10.8987372,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.9857578,10.8987372",,,,beach
osm,node/317675354,Bagno,https://www.openstreetmap.org/node/317675354,,,,,,42.7949661,10.2159935,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.7949661,10.2159935",,,,beach
osm,node/324403836,Fattoria di Bagnolo,https://www.openstreetmap.org/node/324403836,,,,,,43.6940129,11.2290199,,,,,,https://www.bartolinibaldelli.it/vino-e-olio_fattoria-bagnolo_page_it.html,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.6940129,11.2290199",,,,beach
osm,node/326144360,Via Aurelia Di Levante 113 Stabilimento Stoppani,https://www.openstreetmap.org/node/326144360,,,,,,44.3910158,8.6636456,,,,,,http://www.atp-spa.it/cartina.php,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.3910158,8.6636456",,,,beach
osm,node/329701822,Bagnoli-Città della Scienza,https://www.openstreetmap.org/node/329701822,,,,,,40.8151034,14.1667879,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=40.8151034,14.1667879",,,,beach
osm,node/331325463,Bagno Laura,https://www.openstreetmap.org/node/331325463,,,,,,43.6193818,10.2894626,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.6193818,10.2894626",,,,beach
osm,node/332297712,Lido Centro,https://www.openstreetmap.org/node/332297712,,,,,,41.7332001,12.2841734,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.7332001,12.2841734",,,,beach
osm,node/332298927,Lido di Ostia,https://www.openstreetmap.org/node/332298927,,,,,,41.7471478,12.2892333,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.7471478,12.2892333",,,,beach
osm,node/332330157,Lido di Ostia,https://www.openstreetmap.org/node/332330157,,,,,,41.7476106,12.2893048,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.7476106,12.2893048",,,,beach
osm,node/336483334,Bagnolo-Cantagallo,https://www.openstreetmap.org/node/336483334,,,,,,43.6939729,11.2209676,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=43.6939729,11.2209676",,,,beach
osm,node/343032177,Bagni di Mario,https://www.openstreetmap.org/node/343032177,,,,,,44.4814361,11.3358579,,,,,+39 051 226934,https://www.succedesoloabologna.it/conserva-di-valverde/,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.4814361,11.3358579",,,,beach
osm,node/343686605,"Brescia, Fossa Bagni,Galleria",https://www.openstreetmap.org/node/343686605,,,,,,45.5441338,10.2241686,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.5441338,10.2241686",,,,beach
osm,node/365617895,Fossa Bagni,https://www.openstreetmap.org/node/365617895,,,,,,45.5442014,10.2236743,bicycle_rental,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.5442014,10.2236743",,,,beach
osm,node/365764724,Lido di Dante,https://www.openstreetmap.org/node/365764724,,,,,,44.3864965,12.3158364,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.3864965,12.3158364",,,,beach
osm,node/365764726,Lido di Savio,https://www.openstreetmap.org/node/365764726,,,,,,44.3101326,12.3430734,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.3101326,12.3430734",,,,beach
osm,node/367744922,Lido delle Sirene,https://www.openstreetmap.org/node/367744922,"Viale Primo Vere 2, Pescara",Pescara,,,65129,42.4550649,14.2399548,beach_resort,,,,+39 085 66929,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4550649,14.2399548",,,,beach
osm,node/370305220,Lido di Volano,https://www.openstreetmap.org/node/370305220,,,,,44022,44.7984338,12.2617826,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.7984338,12.2617826",,,,beach
osm,node/376340171,Lido Conchiglie,https://www.openstreetmap.org/node/376340171,,,,,,40.098679,18.0295522,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=40.098679,18.0295522",,,,beach
osm,node/388100723,Lido Nord,https://www.openstreetmap.org/node/388100723,,,,,,41.7404251,12.2845622,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.7404251,12.2845622",,,,beach
osm,node/388503477,Sabbia d'Oro,https://www.openstreetmap.org/node/388503477,,,,,,42.5100511,14.1692872,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5100511,14.1692872",,,,beach
osm,node/388583219,Bagni Luca,https://www.openstreetmap.org/node/388583219,,,,,,42.5147555,14.1643368,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5147555,14.1643368",,,,beach
osm,node/390344562,Dario Padovani,https://www.openstreetmap.org/node/390344562,,,,,,42.5165915,14.1623097,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5165915,14.1623097",,,,beach
osm,node/395215247,Via di Settebagni,https://www.openstreetmap.org/node/395215247,,,,,,41.9749974,12.5457289,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.9749974,12.5457289",,,,beach
osm,node/404545030,Selbagnone,https://www.openstreetmap.org/node/404545030,,,,,,44.1738734,12.1101046,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.1738734,12.1101046",,,,beach
osm,node/404560153,Bagno,https://www.openstreetmap.org/node/404560153,,,,,,44.0662019,11.9700003,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.0662019,11.9700003",,,,beach
osm,node/408188390,Bagnoli,https://www.openstreetmap.org/node/408188390,,,,,,45.4591092,11.9134416,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.4591092,11.9134416",,,,beach
osm,node/408304703,Lido di Gallipoli,https://www.openstreetmap.org/node/408304703,,,,,,40.0301037,18.031851,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=40.0301037,18.031851",,,,beach
osm,node/413884260,Lido di Lavinio,https://www.openstreetmap.org/node/413884260,,,,,,41.500221,12.583745,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.500221,12.583745",,,,beach
osm,node/413885445,Lido dei Gigli,https://www.openstreetmap.org/node/413885445,,,,,,41.5097884,12.5785802,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.5097884,12.5785802",,,,beach
osm,node/413886686,Lido di Enea,https://www.openstreetmap.org/node/413886686,,,,,,41.4956325,12.5875527,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.4956325,12.5875527",,,,beach
osm,node/413886756,Lido di Cincinnato,https://www.openstreetmap.org/node/413886756,,,,,,41.4833546,12.5962786,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.4833546,12.5962786",,,,beach
osm,node/413886962,Lido di Marechiaro,https://www.openstreetmap.org/node/413886962,,,,,,41.4709092,12.6070513,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.4709092,12.6070513",,,,beach
osm,node/413886977,Lido dei Pini,https://www.openstreetmap.org/node/413886977,,,,,,41.5387759,12.5749672,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.5387759,12.5749672",,,,beach
osm,node/413889262,Lido di Tirrenella,https://www.openstreetmap.org/node/413889262,,,,,,41.5544258,12.5366387,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.5544258,12.5366387",,,,beach
osm,node/418074985,La Lampara,https://www.openstreetmap.org/node/418074985,"Viale della Riviera 170, Pescara",Pescara,,,65123,42.4930389,14.1861023,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4930389,14.1861023",,,,beach
osm,node/418075545,Barracuda,https://www.openstreetmap.org/node/418075545,"Viale della Riviera 130, Pescara",Pescara,,,65123,42.4869421,14.1931921,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4869421,14.1931921",,,,beach
osm,node/418078346,Orsa Maggiore,https://www.openstreetmap.org/node/418078346,"Viale della Riviera 104, Pescara",Pescara,,,65123,42.484117,14.196118,beach_resort,,,,,,06:00-01:30,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.484117,14.196118",,,,beach
osm,node/418368560,Blue Parrot Sea Club,https://www.openstreetmap.org/node/418368560,"Viale della Riviera 112, Pescara",Pescara,,,65123,42.4848193,14.1952477,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4848193,14.1952477",,,,beach
osm,node/418833533,"Dorf Tirol, Schwimmbad - Tirolo, Lido",https://www.openstreetmap.org/node/418833533,,,,,,46.6830822,11.1613539,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.6830822,11.1613539",,,,beach
osm,node/426002965,Lo Smeraldo,https://www.openstreetmap.org/node/426002965,"Viale Aldo Moro, Montesilvano",Montesilvano,,,65015,42.4963273,14.1825997,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4963273,14.1825997",,,,beach
osm,node/426311909,Via Lungolago / parcheggio Lido,https://www.openstreetmap.org/node/426311909,,,,,,46.1407819,10.9631117,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.1407819,10.9631117",,,,beach
osm,node/426863182,Stella Marina,https://www.openstreetmap.org/node/426863182,"Viale della Riviera 148, Pescara",Pescara,,,65123,42.4905,14.1890395,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4905,14.1890395",,,,beach
osm,node/426863293,Tahiti,https://www.openstreetmap.org/node/426863293,"Viale della Riviera 144, Pescara",Pescara,,,65123,42.49013,14.1898289,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.49013,14.1898289",,,,beach
osm,node/426863990,Le Antille,https://www.openstreetmap.org/node/426863990,"Viale della Riviera 142, Pescara",Pescara,,,65123,42.4897912,14.1901205,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4897912,14.1901205",,,,beach
osm,node/426864070,Ammiraglia,https://www.openstreetmap.org/node/426864070,"Viale della Riviera 140, Pescara",Pescara,,,65123,42.4894219,14.1906611,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4894219,14.1906611",,,,beach
osm,node/426864691,Lido Pinalba,https://www.openstreetmap.org/node/426864691,"Viale della Riviera 134, Pescara",Pescara,,,65123,42.4888022,14.1914049,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4888022,14.1914049",,,,beach
osm,node/426864870,Acapulco Beach,https://www.openstreetmap.org/node/426864870,"Viale della Riviera 134, Pescara",Pescara,,,65123,42.487922,14.1920799,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.487922,14.1920799",,,,beach
osm,node/426865772,San Marco,https://www.openstreetmap.org/node/426865772,"Viale della Riviera 120, Pescara",Pescara,,,65123,42.4858279,14.194057,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4858279,14.194057",,,,beach
osm,node/426865853,Baia Papaya,https://www.openstreetmap.org/node/426865853,"Viale della Riviera 118, Pescara",Pescara,,,65123,42.4854921,14.1949585,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.4854921,14.1949585",,,,beach
osm,node/427547578,Lido,https://www.openstreetmap.org/node/427547578,"Via Lungolago 10, Molveno",Molveno,,,38018,46.14127,10.9635213,hotel,,,,+39 0461 586932,http://www.hotel-lido.it/,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.14127,10.9635213",,,,beach
osm,node/427547636,Parcheggio Lido,https://www.openstreetmap.org/node/427547636,,,,,,46.1403407,10.9638261,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=46.1403407,10.9638261",,,,beach
osm,node/427812072,La Racchetta,https://www.openstreetmap.org/node/427812072,,,,,,42.5207502,14.1579516,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5207502,14.1579516",,,,beach
osm,node/427813653,La Rosa dei Venti,https://www.openstreetmap.org/node/427813653,,,,,,42.5183518,14.1604312,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5183518,14.1604312",,,,beach
osm,node/428752576,Lido di Jesolo,https://www.openstreetmap.org/node/428752576,,,,,,45.5033028,12.6324412,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.5033028,12.6324412",,,,beach
osm,node/430404408,Lido di Jesolo,https://www.openstreetmap.org/node/430404408,,,,,,45.5052182,12.6276701,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.5052182,12.6276701",,,,beach
osm,node/440674097,Pizzeria Alido,https://www.openstreetmap.org/node/440674097,,,,,,42.7655076,10.3971214,restaurant,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.7655076,10.3971214",,,,beach
osm,node/445136622,Azzurra,https://www.openstreetmap.org/node/445136622,,,,,,42.5061862,14.1729359,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.5061862,14.1729359",,,,beach
osm,node/448405471,Al Lido,https://www.openstreetmap.org/node/448405471,,,,,,45.4756519,12.565297,restaurant,,,,,,"Mo-Su,PH 08:00-23:00",False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=45.4756519,12.565297",,,,beach
osm,node/448693838,Bagnomatto,https://www.openstreetmap.org/node/448693838,,,,,,41.2123461,16.5518216,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.2123461,16.5518216",,,,beach
osm,node/450861527,Bagno di Piano,https://www.openstreetmap.org/node/450861527,,,,,,44.6510437,11.2785635,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=44.6510437,11.2785635",,,,beach
osm,node/452629408,Lido di Tarquinia,https://www.openstreetmap.org/node/452629408,,,,,,42.2244702,11.7061958,,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=42.2244702,11.7061958",,,,beach
osm,node/452921512,Lido Massimo,https://www.openstreetmap.org/node/452921512,,,,,,41.1402696,16.8102461,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.1402696,16.8102461",,,,beach
osm,node/452925429,Lido San Giorgio,https://www.openstreetmap.org/node/452925429,,,,,,41.096645,16.964888,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.096645,16.964888",,,,beach
osm,node/452925430,L'incanto di Grotta Regina,https://www.openstreetmap.org/node/452925430,,,,,,41.089214,16.994841,beach_resort,,,,,,,False,,ok,2026-06-01T14:12:38Z,"https://www.google.com/maps/search/?api=1&query=41.089214,16.994841",,,,beach
