source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names,nil_quartiere,name_source,source_provenance,opening_hours_source
thefork,851411,Bistro Vico 38 - Restaurant Cafè,,"Via Gian Battista Vico, 38, 20123, Milano",Milano,45.462883,9.167838,"Piatti vegetariani, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistro Vico 38 - Restaurant Cafè,,thefork,thefork,typical_by_type
osm,,Bistrot,,,Milano,45.515963,9.212297,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot,,osm_overpass,osm,typical_by_type
osm,843385,Bistrot 66,,"Via Giulio Cesare Procaccini, 66, 20154, Milano",Milano,45.481344,9.166680,"Piatti vegetariani, Italiano, Europeo",,,,,,"Mo-Th 12:00-15:00, 18:00-00:30; Fr 12:00-15:00, 18:00-02:30; Sa 18:00-02:30",False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot 66 | Bistrot66,,osm_overpass,osm|thefork,osm
thefork,713805,Bistrot a Casa,,"Via Salasco, 34, 20136, Milano",Milano,45.450482,9.196134,"Piatti vegetariani, Brasiliano, Sudamericano",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot a Casa,,thefork,thefork,typical_by_type
thefork,705881,Bistrot Bertarelli 1894,,"Corso Italia, 10, 20122, Milano",Milano,45.459023,9.187686,"Opzioni senza glutine, Piatti vegetariani, Italiano, Milanese, Europeo, Lombardo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Bertarelli 1894,,thefork,thefork,typical_by_type
osm,,Bistrot Caffè Vintage,,,Milano,45.494385,9.125232,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Caffè Vintage,,osm_overpass,osm,typical_by_type
thefork,464407,BISTROT DOLCE LUNA,,"Via Gaetano Airaghi, 131, 20153, Milano",Milano,45.472051,9.077937,Mediterraneo,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,BISTROT DOLCE LUNA,,thefork,thefork,typical_by_type
osm,,Bistrot Duomo,,,Milano,45.463532,9.189795,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Duomo,,osm_overpass,osm,typical_by_type
comune_milano,ckan_PE_29215,Bistrot Italia,,"Corso ITALIA 35, 20122, Milano",Milano,45.455294,9.187348,"e - Bar gastronomici e simili; g - Bar pasticceria, bar gelateria, cremeria, creperia e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,AMBIGUOUS_TO_REVIEW,False,existing,Bistrot Italia,PORTA VIGENTINA - PORTA LODOVICA,osm_overpass,comune_milano|osm,typical_by_type
osm,,Bistrot milano,,"Via Dante 21, Milano",Milano,45.466879,9.183679,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot milano,,osm_overpass,osm,typical_by_type
osm,,Bistrot Milano Centrale,,,Milano,45.485754,9.204677,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Milano Centrale,,osm_overpass,osm,typical_by_type
thefork,802162,Bistrot Pedol,,"Via Giovanni Battista Sammartini, 2, 20125, Milano",Milano,45.486568,9.203353,Di Pesce,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Pedol,,thefork,thefork,typical_by_type
osm,,Bistrot PolEATecnico,,,Milano,45.505484,9.165283,,,,,,,Mo-Fr 08:00-19:30,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot PolEATecnico,,osm_overpass,osm,osm
thefork,802196,Bistrot Ventura,,"Via Privata Giovanni Ventura, 12, 20134, Milano",Milano,45.483640,9.244487,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Bistrot Ventura,,thefork,thefork,typical_by_type
thefork,844251,Borgo 109 - Bistrot con giardino,,"Via della Chiesa Rossa, 109, 20141, Milano",Milano,45.426437,9.170201,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Borgo 109 - Bistrot con giardino,,thefork,thefork,typical_by_type
comune_milano,ckan_C-PE_14127,Caffè Amore Bistrot,,"Via Valtellina, 40, 20159, Milano",Milano,45.493632,9.182775,"Piatti vegetariani, Italiano, Europeo; a - Ristorante, trattoria, osteria con cucina e simili; e - Bar gastronomici e simili; f - Bar caffè e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Caffè Amore Bistrot,ISOLA,osm_overpass,comune_milano|osm|thefork,typical_by_type
thefork,725805,Caffè/Bistrot Andrea Aprea,,"Corso Venezia, 52, 20122, Milano",Milano,45.473316,9.204328,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Caffè/Bistrot Andrea Aprea,,thefork,thefork,typical_by_type
osm,,Caffé Bistrot Mordi,,,Milano,45.493226,9.191032,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Caffé Bistrot Mordi,,osm_overpass,osm,typical_by_type
comune_milano,ckan_PE_26706,Café Bistrot 25,,"Viale FAMAGOSTA 25, 20142, Milano",Milano,45.437495,9.158253,"a - Ristorante, trattoria, osteria con cucina e simili; f - Bar caffè e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Café Bistrot 25,MONCUCCO - SAN CRISTOFORO,osm_overpass,comune_milano|osm,typical_by_type
thefork,862539,Carmelina Caffè & Bistrot,,"Via Cadore, 6, 20135, Milano",Milano,45.461451,9.214358,Mediterraneo,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Carmelina Caffè & Bistrot,,thefork,thefork,typical_by_type
thefork,831463,Cedric Milano Bistrot,,"Viale Piave, 5, 20129, Milano",Milano,45.469197,9.206634,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Cedric Milano Bistrot,,thefork,thefork,typical_by_type
thefork,812459,Ciapa Su Bistrot,,"Via Fabio Filzi, 2, 20124, Milano",Milano,45.481806,9.198798,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Ciapa Su Bistrot,,thefork,thefork,typical_by_type
thefork,202250,Clotilde Bistrot,,"Via Galileo Galilei, 2, I-20124, Milano",Milano,45.479637,9.195128,"Opzioni senza glutine, Piatti vegetariani, Cucina internazionale, Milanese, Lombardo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Clotilde Bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_27893,Cookingarage Bistrot,,"Viale ZARA 145, 20159, Milano",Milano,45.500816,9.196966,e - Bar gastronomici e simili,,,,+39 320 704 6927,https://cookingarage.com/,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Cookingarage Bistrot,MACIACHINI - MAGGIOLINA,osm_overpass,comune_milano|osm,typical_by_type
comune_milano,ckan_C-PE_1823,D'ire Bistrot,,"Via CIMAROSA DOMENICO 3A, 20144, Milano",Milano,45.465810,9.159254,"a - Ristorante, trattoria, osteria con cucina e simili; f - Bar caffè e simili",,,,+39 02 84572986,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,D'ire Bistrot,PORTA MAGENTA,osm_overpass,comune_milano|osm,typical_by_type
osm,831561,DaTe Bistrot,,"Viale Monte Grappa 7N02, 20124, Milano",Milano,45.480653,9.188812,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",,,,+39 02 96114023,https://datebistrot.com/,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,DaTe Bistrot | DA TE BISTROT,,osm_overpass,osm|thefork,typical_by_type
thefork,854659,Dilli Bistrot Indian Fusion Cuisine,,"Via Alessandro Tadino, 1, 20124, Milano",Milano,45.475590,9.204413,"Piatti vegetariani, Indiano, Asiatico",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Dilli Bistrot Indian Fusion Cuisine,,thefork,thefork,typical_by_type
thefork,755518,Domenica Bistrot,,"Via Ascanio Sforza, 7, 20136, Milano",Milano,45.450396,9.177861,"Piatti vegani, Piatti vegetariani, Cucina locale, Italiano, Milanese, Europeo, Lombardo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Domenica Bistrot,,thefork,thefork,typical_by_type
thefork,801007,Drinkiamo Bistrot,,"Via Imperia, 13, 20142, Milano",Milano,45.441772,9.173640,"Piatti vegetariani, Americano, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Drinkiamo Bistrot,,thefork,thefork,typical_by_type
thefork,857895,Ecooking Bistrot Corso Italia,,"Corso Italia, 40, 20122, Milano",Milano,45.456213,9.187274,"Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Ecooking Bistrot Corso Italia,,thefork,thefork,typical_by_type
thefork,844091,Eden Bistrot Milano,,"Via Giorgio Washington, 51, 20144, Milano",Milano,45.461332,9.155238,"Piatti vegetariani, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Eden Bistrot Milano,,thefork,thefork,typical_by_type
thefork,806846,Estilolivre Bistrot Italo Brasiliano,,"Via Lecco, 22, 20124, Milano",Milano,45.478658,9.206018,"Kosher, Opzioni senza glutine, Piatti biologici, Piatti vegetariani, Brasiliano, Di Pesce, Sudamericano",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Estilolivre Bistrot Italo Brasiliano,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_23953,Felicetta Café & Bistrot,,"Via Vincenzo Monti, 56, 20123, Milano",Milano,45.472170,9.167940,"Di Carne, Di Pesce; a - Ristorante, trattoria, osteria con cucina e simili; e - Bar gastronomici e simili; f - Bar caffè e simili",,,,,https://felicetta.it/,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Felicetta Café & Bistrot | Felicetta Cafè & Bistrot,MAGENTA - S. VITTORE,osm_overpass,comune_milano|osm|thefork,typical_by_type
osm,,Galleria Meravigli Bistrot,,"Via Meravigli 3, 20123, Milano",Milano,45.465824,9.184332,,,,,+39 02 39831231,https://www.galleriameravigli.com/,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Galleria Meravigli Bistrot,,osm_overpass,osm,typical_by_type
thefork,561815,Gatto Rosso Bistrot,,"Piazza Filippo Meda, 5, 20121, Milano",Milano,45.467238,9.193257,Mediterraneo,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Gatto Rosso Bistrot,,thefork,thefork,typical_by_type
thefork,752164,Giacomo Bistrot,,"Via Pasquale Sottocorno, 6, 20129, Milano",Milano,45.465410,9.208370,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Giacomo Bistrot,,thefork,thefork,typical_by_type
thefork,856987,Ioi Bistrot Milano,,"V. Piero della Francesca, 34, 20154, Milano",Milano,45.483790,9.164347,"Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Ioi Bistrot Milano,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_25112,Joy Bistrot & Cafe,,"Viale BLIGNY 26, 20136, Milano",Milano,45.450807,9.190718,"a - Ristorante, trattoria, osteria con cucina e simili; c - Tavole calde,self service, fast food e simili; e - Bar gastronomici e simili; f - Bar caffè e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Joy Bistrot & Cafe,PORTA VIGENTINA - PORTA LODOVICA,osm_overpass,comune_milano|osm,typical_by_type
thefork,716526,La Cuccuma Bistrot,,"Via Privata degli Orombelli, 18, 20131, Milano",Milano,45.483217,9.235959,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,La Cuccuma Bistrot,,thefork,thefork,typical_by_type
thefork,859941,La Jungle De Plein - Bistrot & Garden,,"Via Daniele Manin, 17, 20121, Milano",Milano,45.474478,9.196215,"Cucina internazionale, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,La Jungle De Plein - Bistrot & Garden,,thefork,thefork,typical_by_type
thefork,674833,Le Papè - Bistrot 2.0,,"Via Altaguardia, 17, 20135, Milano",Milano,45.449032,9.200123,"Piatti biologici, Piatti vegani, Piatti vegetariani, Cucina internazionale, Mediterraneo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Le Papè - Bistrot 2.0,,thefork,thefork,typical_by_type
comune_milano,ckan_C-PE_6317,Leonardo Bistrot,,"Corso MAGENTA 78, 20123, Milano",Milano,45.465747,9.169153,"c - Tavole calde,self service, fast food e simili; e - Bar gastronomici e simili; f - Bar caffè e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Leonardo Bistrot,MAGENTA - S. VITTORE,osm_overpass,comune_milano|osm,typical_by_type
thefork,856149,Leucosia Bistrot,,"Via Podgora, 14, 20122, Milano",Milano,45.461587,9.203717,"Piatti vegetariani, Cilentano",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Leucosia Bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_31651,Magnete bistrot,,"Via ADRIANO PUBLIO ELIO 107, 20128, Milano",Milano,45.517774,9.243118,e - Bar gastronomici e simili; f - Bar caffè e simili,,,,,,Mo-Fr 07:45-21:00; Sa 07:45-15:30; Su off,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Magnete bistrot,ADRIANO,osm_overpass,comune_milano|osm,osm
thefork,812465,Middle Bistrot,,"Via Falcone, 3, 20123, Milano",Milano,45.462560,9.188035,"Piatti vegetariani, Vegetariano",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Middle Bistrot,,thefork,thefork,typical_by_type
thefork,434275,Monzù Bistrot,,"Via Adige, 14, 20135, Milano",Milano,45.447855,9.204538,"Opzioni senza glutine, Piatti vegetariani, Di Pesce, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Monzù Bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_31089,Ora Zero Bistrot,,"Corso GOTTARDO (SAN) 51, 20136, Milano",Milano,45.446692,9.179611,"c - Tavole calde,self service, fast food e simili; f - Bar caffè e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Ora Zero Bistrot,PORTA TICINESE - CONCA DEL NAVIGLIO,osm_overpass,comune_milano|osm,typical_by_type
thefork,68984,Pasta fresca bistrot,,"Via Melzo, 2, I-20129, Milano",Milano,45.472434,9.210180,"Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Pasta fresca bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_C-PE_3554,Patti bakery & bistrot,,"Piazzale CADORNA LUIGI 10, 20123, Milano",Milano,45.468634,9.176275,"a - Ristorante, trattoria, osteria con cucina e simili; e - Bar gastronomici e simili",,,,+39028900266,https://pattibakery.com/store-milano-cadorna/,"Mo-Fr 07:00-20:00; Sa-Su,PH 09:00-19:00",False,,no_price,2026-06-02T09:38:38Z,bistro,AMBIGUOUS_TO_REVIEW,False,existing,Patti bakery & bistrot,MAGENTA - S. VITTORE,osm_overpass,comune_milano|osm,osm
thefork,731447,Perricone Bistrot,,"Via Filippo Sassetti, 15, 20124, Milano",Milano,45.486563,9.193730,"Siciliano, Europeo, Italiano",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Perricone Bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_C-PE_8736,Petit Bistrot,,"Via GIOVANNI SUL MURO (SAN) 4, 20121, Milano",Milano,45.466658,9.181082,"f - Bar caffè e simili; g - Bar pasticceria, bar gelateria, cremeria, creperia e simili",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,AMBIGUOUS_TO_REVIEW,False,existing,Petit Bistrot,DUOMO,osm_overpass,comune_milano|osm,typical_by_type
comune_milano,ckan_C-PE_6540,Piccolo Bistrot,,"Via GROSSICH ANTONIO 29, 20131, Milano",Milano,45.483002,9.234130,e - Bar gastronomici e simili; f - Bar caffè e simili,,,,,,Mo-Fr 07:00-20:00; Sa 07:00-13:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Piccolo Bistrot,CITTA' STUDI,osm_overpass,comune_milano|osm,osm
thefork,819134,Ricchia - Orecchiette Bistrot,,"Via S. Marco, 26, 20121, Milano",Milano,45.476351,9.188835,"Italiano, Pugliese, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Ricchia - Orecchiette Bistrot,,thefork,thefork,typical_by_type
thefork,857919,Santa Sofia Bistrot,,"Via Santa Sofia, 1, 20122, Milano",Milano,45.457284,9.193062,"Piatti vegetariani, Mediterraneo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Santa Sofia Bistrot,,thefork,thefork,typical_by_type
thefork,264135,Shannara bistrot,,"Viale Isonzo, 24, 20135, Milano",Milano,45.447002,9.204989,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Di Pesce, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Shannara bistrot,,thefork,thefork,typical_by_type
thefork,848415,Siloe Bistrot,,"Via Antonio Cesari, 19, 20162, Milano",Milano,45.519505,9.187580,"Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Siloe Bistrot,,thefork,thefork,typical_by_type
thefork,347629,Silver Bistrot,,"Via Riccardo Lombardi, 9-11, 20153, Milano",Milano,45.459022,9.067957,"Piatti vegetariani, Cucina locale, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Silver Bistrot,,thefork,thefork,typical_by_type
thefork,845715,The King Bistrot,,"Via Trento Trieste, 43, 20026, Milano",Milano,45.522890,9.146365,"Piatti biologici, Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,The King Bistrot,,thefork,thefork,typical_by_type
thefork,837296,The Longevity kitchen bistrot,,"Via Francesco Melzi d'Eril, 34, 20154, Milano",Milano,45.478741,9.171329,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,The Longevity kitchen bistrot,,thefork,thefork,typical_by_type
thefork,836977,TOG Bistrot,,"Via Livigno, 1, 20158, Milano",Milano,45.497380,9.178336,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,TOG Bistrot,,thefork,thefork,typical_by_type
thefork,841583,Tre Gazzelle Bistrot,,"Via S. Pietro All'Orto, 7, 20121, Milano",Milano,45.466112,9.195258,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Italiano, Mediterraneo, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Tre Gazzelle Bistrot,,thefork,thefork,typical_by_type
thefork,751606,Van Bol Bistrot,,"Foro Buonaparte, 71, 20121, Milano",Milano,45.468370,9.181214,"Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Van Bol Bistrot,,thefork,thefork,typical_by_type
thefork,832869,Vess bistrot,,"Via Cesare Cesariano, 6, 20154, Milano",Milano,45.478608,9.176730,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Europeo",,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T09:38:38Z,bistro,TARGET,False,existing,Vess bistrot,,thefork,thefork,typical_by_type
comune_milano,ckan_PE_31008,Why not? bistrot,,"Via ADRIANO PUBLIO ELIO 94, 20128, Milano",Milano,45.515905,9.245011,"e - Bar gastronomici e simili; f - Bar caffè e simili; g - Bar pasticceria, bar gelateria, cremeria, creperia e simili",,,,,,"Mo-Th 07:30-12:00, 16:00-23:00; Fr 07:30-12:00, 16:00-01:00; Sa 07:30-13:00, 16:00-23:00; Su off",False,,no_price,2026-06-02T09:38:38Z,bistro,AMBIGUOUS_TO_REVIEW,False,existing,Why not? bistrot,ADRIANO,osm_overpass,comune_milano|osm,osm
comune_milano,ckan_PE_30166,'Na Tazuella 'E Cafe',,"Via SARDEGNA 35, 20146, Milano",Milano,45.462828,9.152075,e - Bar gastronomici e simili,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T09:38:38Z,cafe,TARGET,False,existing,'Na Tazuella 'E Cafe',PORTA MAGENTA,osm_overpass,comune_milano|osm,typical_by_type
osm,,+39zerodue,,"Via Michelangelo Buonarroti 3, 20149, Milano",Milano,45.467335,9.154966,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T09:38:38Z,cafe,TARGET,False,existing,+39zerodue,,osm_overpass,osm,typical_by_type
