source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at,venue_type,target_classification,has_price,geocoding_confidence,all_names,nil_quartiere,name_source,source_provenance,opening_hours_source
osm,10699981269,Pagliò Bakery Bistrot,,Torino,Torino,45.037802,7.671593,,,,,,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:13:16Z,bistro,TARGET,False,existing,Pagliò Bakery Bistrot,,osm_overpass,osm,typical_by_type
osm,9768127883,Paolo Bistrot,,"Corso Dante Alighieri 2, Torino",Torino,45.049368,7.666462,,,,,+39 011 3197625,https://paolobistrot.it/,Mo-Fr 07:30-19:30; Sa 07:30-15:30,False,,no_price,2026-06-02T10:13:16Z,bistro,TARGET,False,existing,Paolo Bistrot,,osm_overpass,osm,osm
osm,4735824418,Retro' Gusto Bistrot,,"Corso Vittorio Emanuele II 41, 10125, Torino",Torino,45.061461,7.681762,,,,,+39 0116699070,,Mo-Su 12:00-00:00,False,,no_price,2026-06-02T10:13:16Z,bistro,TARGET,False,existing,Retro' Gusto Bistrot,,osm_overpass,osm,typical_by_type
osm,3437832344,10 e lode,,Torino,Torino,45.071872,7.551326,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,10 e lode,,osm_overpass,osm,typical_by_type
osm,3815904752,101,,"Corso Carlo e Nello Rosselli 101 bis, 10129, Torino",Torino,45.053553,7.653189,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,101,,osm_overpass,osm,typical_by_type
osm,12757864710,101Café,,Torino,Torino,45.008474,7.657881,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,101Café,,osm_overpass,osm,typical_by_type
osm,13015961900,110 e Lode,,"Corso Raffaello 29, 10125, Torino",Torino,45.050969,7.680318,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,110 e Lode,,osm_overpass,osm,typical_by_type
osm,5113659466,12 Oz Street Coffee,,Torino,Torino,45.063365,7.678701,,,,,+39 011 534 585,https://www.12ozcj.com/,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,12 Oz Street Coffee,,osm_overpass,osm,typical_by_type
osm,5998252948,12oz,,Torino,Torino,45.072293,7.682098,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,12oz,,osm_overpass,osm,typical_by_type
osm,4592846061,360 Caffetteria Creperia,,"Corso Moncalieri 202a, Torino",Torino,45.042100,7.683891,,,,,+39 0116617660011,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,360 Caffetteria Creperia,,osm_overpass,osm,typical_by_type
osm,13156134015,61 KF Cafè,,Torino,Torino,45.047386,7.673991,,,,,,,Mo-Su 07:30-20:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,61 KF Cafè,,osm_overpass,osm,osm
osm,12165781943,AB,,Torino,Torino,45.074316,7.683994,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,AB,,osm_overpass,osm,typical_by_type
osm,10776671455,Absinthe 21,,Torino,Torino,45.064732,7.696595,,,,,,,Tu-Su 16:00-03:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Absinthe 21,,osm_overpass,osm,osm
osm,5941325205,Accademia,,Torino,Torino,45.067237,7.689697,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Accademia,,osm_overpass,osm,typical_by_type
osm,1242085911,Acqua & Caffè,,"Via Domenico Cimarosa 102, 10154, Torino",Torino,45.094415,7.702229,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Acqua & Caffè,,osm_overpass,osm,typical_by_type
osm,13555975291,Adelaide! Bottega Bar,,Torino,Torino,45.060317,7.691058,,,,,+39011 335 8459,https://adelaide.superbexperience.com/,Mo-Fr 07:00-24:00; Sa-Su 09:00-24:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Adelaide! Bottega Bar,,osm_overpass,osm,osm
osm,10970277124,Al 48,,"Via Giuseppe Mazzini 48, 10123, Torino",Torino,45.061031,7.689063,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al 48,,osm_overpass,osm,typical_by_type
osm,10940423891,Al Baretto,,Torino,Torino,45.047826,7.623731,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al Baretto,,osm_overpass,osm,typical_by_type
osm,13042639491,Al Buon Caffè,,Torino,Torino,45.064135,7.627271,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al Buon Caffè,,osm_overpass,osm,typical_by_type
osm,1155300496,Al Diciannove B,,Torino,Torino,45.003051,7.602745,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al Diciannove B,,osm_overpass,osm,typical_by_type
osm,13666628372,al Giovial,,Torino,Torino,45.074398,7.645693,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,al Giovial,,osm_overpass,osm,typical_by_type
osm,2334729648,Al Lanches Bar,,"Via Cernaia 16, Torino",Torino,45.071312,7.675332,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al Lanches Bar,,osm_overpass,osm,typical_by_type
osm,3051585734,Al Montebello,,Torino,Torino,45.069124,7.692782,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al Montebello,,osm_overpass,osm,typical_by_type
osm,12836304294,Al solito posto,,Torino,Torino,45.018124,7.656902,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al solito posto,,osm_overpass,osm,typical_by_type
osm,13340475045,Al vej bicerin,,Torino,Torino,45.066192,7.684780,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Al vej bicerin,,osm_overpass,osm,typical_by_type
osm,4734006694,al Ventidue,,"Via Ludovico Bellardi 22 bis/B, 10146, Torino",Torino,45.076536,7.622905,,,,,,,Mo-Sa 07:00-18:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,al Ventidue,,osm_overpass,osm,osm
osm,4734763270,Aldo's Bacaro,,"Via San Paolo 1, 10138, Torino",Torino,45.065244,7.655052,,,,,,,Mo-Fr 10:30-22:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Aldo's Bacaro,,osm_overpass,osm,osm
osm,4735831106,Aldo's Bakery,,"Largo Saluzzo 36a, 10125, Torino",Torino,45.058282,7.678417,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Aldo's Bakery,,osm_overpass,osm,typical_by_type
osm,9560400538,Aldo's Bakery,,"Via Monginevro 1, 10138, Torino",Torino,45.065346,7.654562,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Aldo's Bakery,,osm_overpass,osm,typical_by_type
osm,8041891342,Alea,,"Corso Traiano 156/d, Torino",Torino,45.020252,7.654380,,,,,,,Fr-We 06:00-23:00; Th off,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Alea,,osm_overpass,osm,osm
osm,4667550950,Alexander Cafè,,Torino,Torino,45.075411,7.667180,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Alexander Cafè,,osm_overpass,osm,typical_by_type
osm,3349809576,Alla goccia!,,"Corso San Maurizio 61l, 10124, Torino",Torino,45.068355,7.696278,,,,,+39 338 6091116,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Alla goccia!,,osm_overpass,osm,typical_by_type
osm,649098309,Almarò,,Torino,Torino,45.078574,7.605517,,,,,+39 347 585 6519,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Almarò,,osm_overpass,osm,typical_by_type
osm,9994924094,Aloha,,Torino,Torino,45.077904,7.574246,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Aloha,,osm_overpass,osm,typical_by_type
osm,12001217812,Alpha,,Torino,Torino,45.076896,7.679548,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Alpha,,osm_overpass,osm,typical_by_type
osm,3888902054,Ambhara Bar,,"Via Borgo Dora 10, 10152, Torino",Torino,45.078972,7.683507,,,,,,http://www.ambharabar.it/,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Ambhara Bar,,osm_overpass,osm,typical_by_type
osm,9865461526,Amen,,"Via Valprato 68, 10155, Torino",Torino,45.093645,7.682844,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Amen,,osm_overpass,osm,typical_by_type
osm,13668705165,Amo tè,,Torino,Torino,45.063132,7.681552,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Amo tè,,osm_overpass,osm,typical_by_type
osm,8190653602,Andirivieni,,Torino,Torino,45.041064,7.624537,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Andirivieni,,osm_overpass,osm,typical_by_type
osm,6139297814,Angeli del Caffé,,"Lungo Dora Pietro Colletta 131, 10153, Torino",Torino,45.075996,7.716884,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Angeli del Caffé,,osm_overpass,osm,typical_by_type
osm,13606353852,Angelo e Galia,,Torino,Torino,45.055242,7.683643,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Angelo e Galia,,osm_overpass,osm,typical_by_type
osm,4736079458,Antica Drogheria,,"Via Ottavio Assarotti 19a, 10122, Torino",Torino,45.072273,7.673381,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Antica Drogheria,,osm_overpass,osm,typical_by_type
osm,12064696975,Antica Roma,,Torino,Torino,45.076483,7.681349,,,,,,,Mo-Sa 08:00-19:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Antica Roma,,osm_overpass,osm,osm
osm,3147953789,Antica Torrefazione del Principe,,Torino,Torino,45.045229,7.645934,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Antica Torrefazione del Principe,,osm_overpass,osm,typical_by_type
osm,11966240613,Antony,,Torino,Torino,45.044630,7.672232,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Antony,,osm_overpass,osm,typical_by_type
osm,3895101904,Aperhaus,,Torino,Torino,45.056690,7.677707,,,,,,,Su-Fr 07:00-19:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Aperhaus,,osm_overpass,osm,osm
osm,12995508071,Apparecchiato,,Torino,Torino,45.064307,7.631733,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Apparecchiato,,osm_overpass,osm,typical_by_type
osm,13165871991,Area Zero,,Torino,Torino,45.069347,7.699583,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Area Zero,,osm_overpass,osm,typical_by_type
osm,2899317057,ARKI cafè,,"Via Andrea Vochieri 2d, 10138, Torino",Torino,45.066039,7.656899,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,ARKI cafè,,osm_overpass,osm,typical_by_type
osm,4589451972,Art & Coffee,,Torino,Torino,45.054260,7.677257,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Art & Coffee,,osm_overpass,osm,typical_by_type
osm,3147129805,Art Café,,"Corso Alcide De Gasperi 25 D, 10129, Torino",Torino,45.056736,7.661161,,,,,,,Mo-Sa 07:30-22:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Art Café,,osm_overpass,osm,osm
osm,4735830118,Astoria,,"Via Claudio Luigi Berthollet 13a, 10125, Torino",Torino,45.059368,7.680517,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Astoria,,osm_overpass,osm,typical_by_type
osm,11898100208,Avocuddle café,,"Galleria Umberto 25, Torino",Torino,45.075279,7.683413,,,,,+39 01118867356,https://www.avocuddlecafe.it/,Tu-Sa 09:00-19:00; Su 09:00-16:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Avocuddle café,,osm_overpass,osm,osm
osm,9140119437,B+Ars,,Torino,Torino,45.092036,7.685651,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,B+Ars,,osm_overpass,osm,typical_by_type
osm,4733631147,B77,,"Corso Brescia 77c, 10152, Torino",Torino,45.080503,7.695496,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,B77,,osm_overpass,osm,typical_by_type
osm,12635369798,Bacco & Tabacco,,"Via Bernardino Luini 109, 10149, Torino",Torino,45.098754,7.658602,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bacco & Tabacco,,osm_overpass,osm,typical_by_type
osm,9620492200,Bakery food,,"Via Matteo Bartoli 20, 10135, Torino",Torino,45.022053,7.643269,,,,,+390115859099,https://www.turinoise.it/torino/bakery-food-coffee/,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,AMBIGUOUS_TO_REVIEW,False,existing,Bakery food,,osm_overpass,osm,typical_by_type
osm,7982741967,Bamboo Club,,Torino,Torino,45.046696,7.687138,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bamboo Club,,osm_overpass,osm,typical_by_type
osm,13054592559,Bamby,,"Corso Francia 274, 10146, Torino",Torino,45.075084,7.626599,,,,,,,Tu-Su 07:30-19:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bamby,,osm_overpass,osm,osm
osm,351171621,Bar,,Torino,Torino,45.100920,7.634888,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,,,placeholder,osm,typical_by_type
osm,4734602701,Bar '800,,"Corso Racconigi 160a, 10141, Torino",Torino,45.060101,7.645391,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar '800,,osm_overpass,osm,typical_by_type
osm,4823862532,Bar - tabacchi,,Torino,Torino,45.067586,7.583701,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar - tabacchi,,osm_overpass,osm,typical_by_type
osm,12168397028,Bar 10 e lode,,Torino,Torino,45.077249,7.571160,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar 10 e lode,,osm_overpass,osm,typical_by_type
osm,1038217362,Bar 10 e lode,,Torino,Torino,45.080302,7.578005,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar 10 e lode,,osm_overpass,osm,typical_by_type
osm,9885833303,Bar 71,,"Via San Donato 46e, Torino",Torino,45.080692,7.663839,,,,,+39 011 488269,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar 71,,osm_overpass,osm,typical_by_type
osm,5167786852,Bar 78,,Torino,Torino,45.091422,7.689598,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar 78,,osm_overpass,osm,typical_by_type
osm,3186272573,Bar 999,,Torino,Torino,45.046583,7.641731,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar 999,,osm_overpass,osm,typical_by_type
osm,6562523720,Bar a ristoro,,"Via Giovanni Somis 13, 10138, Torino",Torino,45.075668,7.665067,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar a ristoro,,osm_overpass,osm,typical_by_type
osm,295341270,Bar Airone,,Torino,Torino,45.088359,7.707620,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Airone,,osm_overpass,osm,typical_by_type
osm,8518140123,Bar al capolinea,,Torino,Torino,45.013436,7.625431,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar al capolinea,,osm_overpass,osm,typical_by_type
osm,6380630098,Bar Alby,,"Via del Carmine 9, 10122, Torino",Torino,45.075684,7.675190,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Alby,,osm_overpass,osm,typical_by_type
osm,9280116168,Bar Alea,,Torino,Torino,45.020676,7.642687,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Alea,,osm_overpass,osm,typical_by_type
osm,4734136403,Bar Alessandria,,"Via Domodossola 81, 10145, Torino",Torino,45.082639,7.642711,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Alessandria,,osm_overpass,osm,typical_by_type
osm,9831817303,Bar Alessia,,Torino,Torino,45.075822,7.683975,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Alessia,,osm_overpass,osm,typical_by_type
osm,4444014760,Bar Antica Piazza delle Erbe,,"Via Palazzo di Città 7, 10122, Torino",Torino,45.072150,7.683989,,,,,+393455382867,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Antica Piazza delle Erbe,,osm_overpass,osm,typical_by_type
osm,10827139268,Bar Antica piazza delle erbe,,"Piazza Palazzo di Città 7, 10122, Torino",Torino,45.073088,7.681800,,,,,,,06:30-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Antica piazza delle erbe,,osm_overpass,osm,osm
osm,4518486075,Bar Antico Borgo,,Torino,Torino,45.079823,7.683930,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Antico Borgo,,osm_overpass,osm,typical_by_type
osm,10354263323,Bar Antony 2,,Torino,Torino,45.068294,7.702083,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Antony 2,,osm_overpass,osm,typical_by_type
osm,4634320356,Bar Architettura,,Torino,Torino,45.053884,7.685348,,,,,,,Mo-Fr 08:00-19:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Architettura,,osm_overpass,osm,osm
osm,8765017633,Bar Art Curiosity,,"Via Francesco De Sanctis 100, Torino",Torino,45.066772,7.621109,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Art Curiosity,,osm_overpass,osm,typical_by_type
osm,458387243,Bar Atlantic,,Torino,Torino,45.009440,7.553653,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Atlantic,,osm_overpass,osm,typical_by_type
osm,11673307462,Bar Atlantic,,Torino,Torino,45.045800,7.664349,,,,,,,Mo-Sa 07:30-20:00; Su 08:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Atlantic,,osm_overpass,osm,osm
osm,5109725878,Bar Beppe,,Torino,Torino,45.017464,7.610607,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Beppe,,osm_overpass,osm,typical_by_type
osm,6696559323,Bar Bera,,Torino,Torino,45.073031,7.665546,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Bera,,osm_overpass,osm,typical_by_type
osm,2923386021,Bar Billy,,"Via Bologna, 10154, Torino",Torino,45.084877,7.700503,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Billy,,osm_overpass,osm,typical_by_type
osm,10751406161,bar bon,,Torino,Torino,45.043204,7.671051,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,bar bon,,osm_overpass,osm,typical_by_type
osm,13625387490,Bar Brin,,Torino,Torino,45.093281,7.671576,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Brin,,osm_overpass,osm,typical_by_type
osm,13041754249,Bar Bun,,Torino,Torino,45.064390,7.693900,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Bun,,osm_overpass,osm,typical_by_type
osm,9828556737,"Bar Caffetteria ""JL""",,"Piazza Pietro Francesco Guala 136, 10135, Torino",Torino,45.022602,7.641677,,,,,,,Mo-Fr 06:30-19:30; Sa 06:30-12:30,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,"Bar Caffetteria ""JL""",,osm_overpass,osm,osm
osm,4733986677,Bar caffetteria Amateis,,"Via Vittoria 32, 10147, Torino",Torino,45.095929,7.677525,,,,,+39011290162,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar caffetteria Amateis,,osm_overpass,osm,typical_by_type
osm,7261154168,Bar caffetteria Daniele,,"Via Bernardino Drovetti 8d, 10138, Torino",Torino,45.075132,7.666142,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar caffetteria Daniele,,osm_overpass,osm,typical_by_type
osm,2686314894,Bar caffetteria Loyal,,"Via Tripoli 171 A, 10137, Torino",Torino,45.037048,7.641483,,,,,,,"Mo,We-Sa 07:00-19:30; Tu 07:00-14:00",False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar caffetteria Loyal,,osm_overpass,osm,osm
osm,6016350005,Bar Cappuccino Night,,Torino,Torino,45.106363,7.697059,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Cappuccino Night,,osm_overpass,osm,typical_by_type
osm,5167786860,Bar Casablanca,,Torino,Torino,45.094160,7.689498,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Casablanca,,osm_overpass,osm,typical_by_type
osm,4736052792,Bar Cavour,,Torino,Torino,45.069572,7.684944,,,,,+39 011 19211270,https://barcavour.com/,Tu-Su 19:00-24:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Cavour,,osm_overpass,osm,osm
osm,12055911590,Bar Cherì,,Torino,Torino,45.063916,7.652088,,,,,,,Mo-Su 07:00-20:00,False,,no_price,2026-06-02T10:13:16Z,cafe,TARGET,False,existing,Bar Cherì,,osm_overpass,osm,typical_by_type
